Type,Millis,Data1,Data2,Data3,Data4,Data5,Data6
IMU,58987,177,983,6,-6,-4,0
IMU,58997,177,982,5,-6,-4,0
IMU,59006,179,982,6,-6,-4,0
IMU,59016,178,983,2,-6,-4,0
IMU,59026,177,983,6,-6,-4,0
IMU,59036,176,983,6,-6,-4,0
IMU,59045,175,981,6,-6,-4,0
IMU,59055,176,982,7,-6,-4,0
IMU,59065,178,982,8,-6,-4,0
IMU,59075,177,981,5,-6,-4,0
IMU,59084,177,979,8,-6,-4,0
IMU,59094,178,982,5,-6,-4,0
IMU,59104,176,982,7,-6,-4,0
IMU,59114,178,981,7,-6,-4,0
IMU,59124,177,979,9,-6,-4,0
IMU,59133,178,980,6,-6,-4,0
IMU,59143,178,982,7,-6,-4,0
IMU,59153,177,980,5,-6,-4,0
IMU,59163,177,981,5,-6,-4,0
IMU,59172,176,981,5,-6,-4,0
IMU,59182,178,981,5,-6,-4,0
IMU,59192,176,980,4,-6,-4,0
IMU,59202,176,980,5,-6,-4,0
IMU,59211,178,983,5,-6,-4,0
IMU,59221,175,984,4,-6,-4,0
IMU,59231,178,983,8,-6,-4,0
IMU,59241,177,982,6,-6,-4,0
IMU,59250,176,982,5,-6,-4,0
IMU,59260,177,981,4,-6,-4,0
IMU,59270,177,981,4,-6,-4,0
IMU,59280,179,982,9,-6,-4,0
IMU,59290,179,982,8,-6,-4,0
IMU,59299,177,980,8,-6,-4,0
IMU,59309,174,982,8,-6,-4,0
IMU,59319,175,982,6,-6,-4,0
IMU,59329,178,982,8,-6,-4,0
IMU,59338,177,983,9,-6,-4,0
IMU,59348,177,981,8,-6,-4,0
IMU,59358,176,981,5,-6,-4,0
IMU,59368,178,981,6,-6,-4,0
IMU,59377,176,981,7,-6,-4,0
IMU,59387,176,982,9,-6,-4,0
IMU,59397,176,979,8,-6,-4,0
IMU,59407,177,981,6,-6,-4,0
IMU,59416,176,985,5,-6,-4,0
IMU,59426,174,985,6,-6,-4,0
IMU,59436,176,982,6,-6,-4,0
IMU,59446,176,982,5,-6,-4,0
IMU,59456,177,983,6,-6,-4,0
IMU,59465,177,983,3,-6,-4,0
IMU,59475,178,981,5,-6,-4,0
IMU,59485,176,982,9,-6,-4,0
IMU,59495,176,981,10,-6,-4,0
IMU,59504,177,983,5,-6,-4,0
IMU,59514,178,982,9,-6,-4,0
IMU,59524,178,983,6,-6,-4,0
IMU,59534,176,982,5,-6,-4,0
IMU,59543,177,984,8,-6,-4,0
IMU,59553,177,981,7,-6,-4,0
IMU,59563,176,983,8,-6,-4,0
IMU,59573,176,983,5,-6,-4,0
IMU,59583,176,983,6,-6,-4,0
IMU,59592,179,981,6,-6,-4,0
IMU,59602,179,980,5,-6,-4,0
IMU,59612,177,981,6,-6,-4,0
IMU,59622,177,981,7,-6,-4,0
IMU,59631,177,981,6,-6,-4,0
IMU,59641,176,981,7,-6,-4,0
IMU,59651,178,981,8,-6,-4,0
IMU,59661,177,983,6,-6,-4,0
IMU,59670,176,983,8,-6,-4,0
IMU,59680,176,982,9,-6,-4,0
IMU,59690,177,981,7,-6,-4,0
IMU,59700,178,981,8,-6,-4,0
IMU,59709,178,982,7,-6,-4,0
IMU,59719,178,982,5,-6,-4,0
IMU,59729,178,983,7,-6,-4,0
IMU,59739,178,981,5,-6,-4,0
IMU,59749,178,982,8,-6,-4,0
IMU,59758,177,982,10,-6,-4,0
IMU,59768,177,982,11,-6,-4,0
IMU,59778,177,983,7,-6,-4,0
IMU,59788,177,981,7,-6,-4,0
IMU,59797,177,980,7,-6,-4,0
IMU,59807,175,980,6,-6,-4,0
IMU,59817,175,979,8,-6,-4,0
IMU,59827,177,981,4,-6,-4,0
IMU,59836,177,982,4,-6,-4,0
IMU,59846,176,981,3,-6,-4,0
IMU,59856,176,982,5,-6,-4,0
IMU,59866,176,982,6,-6,-4,0
IMU,59875,176,981,8,-6,-4,0
IMU,59885,176,981,7,-6,-4,0
IMU,59895,179,980,8,-6,-4,0
IMU,59905,177,981,4,-6,-4,0
IMU,59915,175,982,3,-6,-4,0
IMU,59924,175,981,6,-6,-4,0
IMU,59934,176,981,5,-6,-4,0
IMU,59944,175,983,6,-6,-4,0
IMU,59954,175,983,6,-6,-4,0
IMU,59963,176,983,2,-6,-4,0
IMU,59973,176,982,4,-6,-4,0
IMU,59983,176,982,6,-6,-4,0
IMU,59993,176,982,5,-6,-4,0
IMU,60002,177,983,6,-6,-4,0
IMU,60012,177,982,3,-6,-4,0
IMU,60022,177,982,4,-6,-4,0
IMU,60032,177,981,5,-6,-4,0
IMU,60041,176,981,5,-6,-4,0
IMU,60051,176,980,7,-6,-4,0
IMU,60061,176,981,6,-6,-4,0
IMU,60071,176,981,6,-6,-4,0
IMU,60081,177,981,7,-6,-4,0
IMU,60090,177,982,6,-6,-4,0
IMU,60100,176,982,6,-6,-4,0
IMU,60110,175,982,4,-6,-4,0
IMU,60120,177,982,3,-6,-4,0
IMU,60129,179,982,5,-6,-4,0
IMU,60139,178,982,6,-6,-4,0
IMU,60149,176,983,6,-6,-4,0
IMU,60159,176,982,5,-6,-4,0
IMU,60168,178,979,5,-6,-4,0
IMU,60178,176,983,9,-6,-4,0
IMU,60188,177,981,9,-6,-4,0
IMU,60198,175,981,8,-6,-4,0
IMU,60208,177,981,6,-6,-4,0
IMU,60217,177,981,5,-6,-4,0
IMU,60227,176,982,5,-6,-4,0
IMU,60237,177,981,5,-6,-4,0
IMU,60247,177,981,6,-6,-4,0
IMU,60256,176,979,3,-6,-4,0
IMU,60266,178,982,6,-6,-4,0
IMU,60276,177,981,5,-6,-4,0
IMU,60286,176,980,6,-6,-4,0
IMU,60295,177,981,7,-6,-4,0
IMU,60305,175,980,9,-6,-4,0
IMU,60315,176,983,7,-6,-4,0
IMU,60325,176,981,5,-6,-4,0
IMU,60334,175,983,5,-6,-4,0
IMU,60344,177,983,7,-6,-4,0
IMU,60354,176,982,6,-6,-4,0
IMU,60364,179,982,5,-6,-4,0
IMU,60374,177,982,4,-6,-4,0
IMU,60383,175,983,6,-6,-4,0
IMU,60393,176,982,8,-6,-4,0
IMU,60403,177,981,7,-6,-4,0
IMU,60413,177,982,8,-6,-4,0
IMU,60422,177,979,8,-6,-4,0
IMU,60432,177,982,5,-6,-4,0
IMU,60442,177,980,8,-6,-4,0
IMU,60452,177,982,9,-6,-4,0
IMU,60461,177,982,7,-6,-4,0
IMU,60471,175,982,5,-6,-4,0
IMU,60481,176,983,7,-6,-4,0
IMU,60491,176,983,5,-6,-4,0
IMU,60500,176,982,5,-6,-4,0
IMU,60510,176,981,5,-6,-4,0
IMU,60520,176,980,4,-6,-4,0
IMU,60530,175,982,3,-6,-4,0
IMU,60540,177,982,5,-6,-4,0
IMU,60549,175,982,4,-6,-4,0
IMU,60559,175,983,7,-6,-4,0
IMU,60569,176,982,8,-6,-4,0
IMU,60579,178,984,7,-6,-4,0
IMU,60588,175,980,6,-6,-4,0
IMU,60598,177,981,7,-6,-4,0
IMU,60608,179,983,7,-6,-4,0
IMU,60618,177,981,7,-6,-4,0
IMU,60627,176,982,7,-6,-4,0
IMU,60637,177,980,6,-6,-4,0
IMU,60647,176,982,10,-6,-4,0
IMU,60657,176,983,6,-6,-4,0
IMU,60666,178,982,4,-6,-4,0
IMU,60676,176,981,6,-6,-4,0
IMU,60686,177,981,4,-6,-4,0
IMU,60696,176,980,5,-6,-4,0
IMU,60706,177,981,6,-6,-4,0
IMU,60715,176,982,5,-6,-4,0
IMU,60725,177,983,7,-6,-4,0
IMU,60735,178,980,8,-6,-4,0
IMU,60745,178,983,6,-6,-4,0
IMU,60754,175,982,7,-6,-4,0
IMU,60764,175,980,10,-6,-4,0
IMU,60774,177,980,6,-6,-4,0
IMU,60784,176,982,6,-6,-4,0
IMU,60793,176,982,3,-6,-4,0
IMU,60803,175,979,5,-6,-4,0
IMU,60813,176,979,6,-6,-4,0
IMU,60823,176,980,3,-6,-4,0
IMU,60833,177,982,5,-6,-4,0
IMU,60842,176,982,4,-6,-4,0
IMU,60852,178,983,3,-6,-4,0
IMU,60862,177,984,8,-6,-4,0
IMU,60872,177,984,6,-6,-4,0
IMU,60881,178,983,5,-6,-4,0
IMU,60891,177,981,6,-6,-4,0
IMU,60901,176,982,7,-6,-4,0
IMU,60911,175,980,8,-6,-4,0
IMU,60920,176,980,6,-6,-4,0
IMU,60930,175,980,6,-6,-4,0
IMU,60940,175,981,6,-6,-4,0
IMU,60950,176,981,2,-6,-4,0
IMU,60959,176,983,7,-6,-4,0
IMU,60969,177,981,9,-6,-4,0
IMU,60979,177,981,11,-6,-4,0
IMU,60989,177,981,8,-6,-4,0
IMU,60999,177,982,7,-6,-4,0
IMU,61008,177,982,7,-6,-4,0
IMU,61018,177,981,5,-6,-4,0
IMU,61028,175,981,6,-6,-4,0
IMU,61038,176,981,6,-6,-4,0
IMU,61047,176,982,5,-6,-4,0
IMU,61057,176,981,4,-6,-4,0
IMU,61067,175,981,3,-6,-4,0
IMU,61077,176,981,4,-6,-4,0
IMU,61086,175,983,6,-6,-4,0
IMU,61096,176,981,6,-6,-4,0
IMU,61106,175,980,7,-6,-4,0
IMU,61116,175,981,7,-6,-4,0
IMU,61125,176,982,6,-6,-4,0
IMU,61135,177,983,8,-6,-4,0
IMU,61145,177,982,7,-6,-4,0
IMU,61155,175,982,7,-6,-4,0
IMU,61165,176,981,7,-6,-4,0
IMU,61174,175,984,9,-6,-4,0
IMU,61184,175,983,10,-6,-4,0
IMU,61194,175,980,7,-6,-4,0
IMU,61204,177,980,6,-6,-4,0
IMU,61213,177,980,5,-6,-4,0
IMU,61223,176,982,5,-6,-4,0
IMU,61233,175,983,6,-6,-4,0
IMU,61243,176,984,8,-6,-4,0
IMU,61252,177,984,7,-6,-4,0
IMU,61262,175,983,7,-6,-4,0
IMU,61272,177,981,8,-6,-4,0
IMU,61282,178,982,6,-6,-4,0
IMU,61291,178,981,7,-6,-4,0
IMU,61301,176,982,5,-6,-4,0
IMU,61311,179,981,6,-6,-4,0
IMU,61321,177,982,7,-6,-4,0
IMU,61331,176,982,7,-6,-4,0
IMU,61340,174,982,5,-6,-4,0
IMU,61350,175,984,4,-6,-4,0
IMU,61360,176,984,6,-6,-4,0
IMU,61370,176,982,7,-6,-4,0
IMU,61379,175,982,7,-6,-4,0
IMU,61389,176,981,8,-6,-4,0
IMU,61399,178,982,7,-6,-4,0
IMU,61409,177,982,8,-6,-4,0
IMU,61418,176,983,7,-6,-4,0
IMU,61428,178,981,3,-6,-4,0
IMU,61438,177,982,3,-6,-4,0
IMU,61448,177,980,4,-6,-4,0
IMU,61458,178,981,3,-6,-4,0
IMU,61467,178,983,5,-6,-4,0
IMU,61477,177,982,4,-6,-4,0
IMU,61487,177,981,6,-6,-4,0
IMU,61497,177,982,6,-6,-4,0
IMU,61506,178,983,5,-6,-4,0
IMU,61516,178,983,6,-6,-4,0
IMU,61526,179,981,9,-6,-4,0
IMU,61536,176,980,7,-6,-4,0
IMU,61545,177,980,8,-6,-4,0
IMU,61555,177,982,8,-6,-4,0
IMU,61565,177,982,9,-6,-4,0
IMU,61575,177,982,10,-6,-4,0
IMU,61584,177,980,9,-6,-4,0
IMU,61594,177,982,9,-6,-4,0
IMU,61604,177,982,7,-6,-4,0
IMU,61614,177,984,6,-6,-4,0
IMU,61624,178,981,6,-6,-4,0
IMU,61633,179,981,6,-6,-4,0
IMU,61643,176,982,9,-6,-4,0
IMU,61653,177,982,9,-6,-4,0
IMU,61663,177,982,5,-6,-4,0
IMU,61672,175,982,8,-6,-4,0
IMU,61682,176,981,9,-6,-4,0
IMU,61692,176,981,6,-6,-4,0
IMU,61702,175,982,3,-6,-4,0
IMU,61711,177,982,8,-6,-4,0
IMU,61721,176,981,6,-6,-4,0
IMU,61731,175,980,5,-6,-4,0
IMU,61741,174,981,6,-6,-4,0
IMU,61750,177,979,11,-6,-4,0
IMU,61760,175,982,7,-6,-4,0
IMU,61770,176,983,7,-6,-4,0
IMU,61780,177,982,5,-6,-4,0
IMU,61790,177,982,6,-6,-4,0
IMU,61799,177,982,6,-6,-4,0
IMU,61809,178,982,5,-6,-4,0
IMU,61819,176,980,7,-6,-4,0
IMU,61829,175,981,6,-6,-4,0
IMU,61838,177,982,7,-6,-4,0
IMU,61848,175,981,5,-6,-4,0
IMU,61858,176,982,7,-6,-4,0
IMU,61868,176,981,5,-6,-4,0
IMU,61877,176,982,6,-6,-4,0
IMU,61887,176,982,7,-6,-4,0
IMU,61897,178,982,5,-6,-4,0
IMU,61907,177,983,6,-6,-4,0
IMU,61916,176,981,5,-6,-4,0
IMU,61926,179,981,5,-6,-4,0
IMU,61936,180,980,8,-6,-4,0
IMU,61946,179,980,7,-6,-4,0
IMU,61956,178,982,6,-6,-4,0
IMU,61965,177,983,5,-6,-4,0
IMU,61975,177,980,6,-6,-4,0
IMU,61985,177,982,6,-6,-4,0
IMU,61995,177,983,4,-6,-4,0
IMU,62004,177,980,7,-6,-4,0
IMU,62014,177,979,7,-6,-4,0
IMU,62024,177,981,6,-6,-4,0
IMU,62034,176,982,8,-6,-4,0
IMU,62043,177,982,8,-6,-4,0
IMU,62053,176,982,8,-6,-4,0
IMU,62063,178,980,7,-6,-4,0
IMU,62073,177,979,5,-6,-4,0
IMU,62083,176,981,7,-6,-4,0
IMU,62092,176,981,8,-6,-4,0
IMU,62102,177,979,9,-6,-4,0
IMU,62112,177,982,10,-6,-4,0
IMU,62122,177,983,6,-6,-4,0
IMU,62131,178,982,5,-6,-4,0
IMU,62141,177,982,5,-6,-4,0
IMU,62151,176,983,4,-6,-4,0
IMU,62161,177,983,6,-6,-4,0
IMU,62170,178,982,7,-6,-4,0
IMU,62180,176,981,6,-6,-4,0
IMU,62190,177,983,6,-6,-4,0
IMU,62200,177,981,6,-6,-4,0
IMU,62209,176,982,5,-6,-4,0
IMU,62219,176,983,4,-6,-4,0
IMU,62229,177,981,7,-6,-4,0
IMU,62239,177,983,6,-6,-4,0
IMU,62249,176,982,7,-6,-4,0
IMU,62258,177,983,4,-6,-4,0
IMU,62268,178,982,10,-6,-4,0
IMU,62278,177,983,10,-6,-4,0
IMU,62288,175,982,8,-6,-4,0
IMU,62297,178,983,8,-6,-4,0
IMU,62307,177,982,8,-6,-4,0
IMU,62317,176,983,5,-6,-4,0
IMU,62327,177,982,5,-6,-4,0
IMU,62336,177,979,9,-6,-4,0
IMU,62346,176,981,6,-6,-4,0
IMU,62356,175,983,6,-6,-4,0
IMU,62366,176,983,9,-6,-4,0
IMU,62375,177,982,7,-6,-4,0
IMU,62385,177,982,5,-6,-4,0
IMU,62395,177,982,8,-6,-4,0
IMU,62405,178,982,8,-6,-4,0
IMU,62415,178,980,8,-6,-4,0
IMU,62424,178,980,7,-6,-4,0
IMU,62434,176,981,8,-6,-4,0
IMU,62444,177,982,7,-6,-4,0
IMU,62454,177,982,8,-6,-4,0
IMU,62463,178,980,5,-6,-4,0
IMU,62473,178,979,5,-6,-4,0
IMU,62483,175,981,6,-6,-4,0
IMU,62493,177,981,6,-6,-4,0
IMU,62502,177,981,5,-6,-4,0
IMU,62512,177,982,7,-6,-4,0
IMU,62522,178,983,8,-6,-4,0
IMU,62532,177,980,6,-6,-4,0
IMU,62541,176,980,5,-6,-4,0
IMU,62551,176,981,5,-6,-4,0
IMU,62561,176,983,6,-6,-4,0
IMU,62571,176,981,6,-6,-4,0
IMU,62581,176,981,4,-6,-4,0
IMU,62590,178,979,6,-6,-4,0
IMU,62600,179,981,8,-6,-4,0
IMU,62610,177,981,7,-6,-4,0
IMU,62620,177,982,9,-6,-4,0
IMU,62629,175,981,6,-6,-4,0
IMU,62639,177,982,6,-6,-4,0
IMU,62649,178,979,5,-6,-4,0
IMU,62659,175,982,5,-6,-4,0
IMU,62668,177,982,7,-6,-4,0
IMU,62678,177,982,5,-6,-4,0
IMU,62688,177,982,6,-6,-4,0
IMU,62698,178,983,6,-6,-4,0
IMU,62708,176,983,6,-6,-4,0
IMU,62717,178,981,5,-6,-4,0
IMU,62727,178,981,5,-6,-4,0
IMU,62737,177,982,6,-6,-4,0
IMU,62747,178,982,5,-6,-4,0
IMU,62756,177,983,5,-6,-4,0
IMU,62766,176,981,6,-6,-4,0
IMU,62776,176,982,7,-6,-4,0
IMU,62786,176,982,5,-6,-4,0
IMU,62796,177,983,9,-6,-4,0
IMU,62806,176,982,6,-6,-4,0
IMU,62815,176,981,6,-6,-4,0
IMU,62825,176,984,7,-6,-4,0
IMU,62834,178,980,5,-6,-4,0
IMU,62844,176,981,6,-6,-4,0
IMU,62855,176,980,6,-6,-4,0
IMU,62864,177,982,9,-6,-4,0
IMU,62874,176,982,10,-6,-4,0
IMU,62884,178,981,8,-6,-4,0
IMU,62893,177,981,10,-6,-4,0
IMU,62903,178,983,7,-6,-4,0
IMU,62913,178,984,5,-6,-4,0
IMU,62922,177,981,6,-6,-4,0
IMU,62932,176,982,5,-6,-4,0
IMU,62942,176,983,6,-6,-4,0
IMU,62952,176,983,7,-6,-4,0
IMU,62961,177,982,8,-6,-4,0
IMU,62971,177,980,6,-6,-4,0
IMU,62981,176,981,6,-6,-4,0
IMU,62991,176,982,5,-6,-4,0
IMU,63000,176,981,7,-6,-4,0
IMU,63010,175,982,6,-6,-4,0
IMU,63020,175,981,6,-6,-4,0
IMU,63030,178,983,9,-6,-4,0
IMU,63040,176,982,7,-6,-4,0
IMU,63049,176,982,6,-6,-4,0
IMU,63059,176,980,7,-6,-4,0
IMU,63069,177,981,10,-6,-4,0
IMU,63079,177,982,6,-6,-4,0
IMU,63088,177,983,5,-6,-4,0
IMU,63098,177,983,4,-6,-4,0
IMU,63108,179,982,7,-6,-4,0
IMU,63118,177,981,6,-6,-4,0
IMU,63127,176,981,5,-6,-4,0
IMU,63137,177,980,6,-6,-4,0
IMU,63147,178,982,6,-6,-4,0
IMU,63157,178,981,5,-6,-4,0
IMU,63166,177,980,5,-6,-4,0
IMU,63176,175,983,7,-6,-4,0
IMU,63186,175,982,8,-6,-4,0
IMU,63196,176,982,5,-6,-4,0
IMU,63206,178,980,8,-6,-4,0
IMU,63215,178,981,10,-6,-4,0
IMU,63225,179,984,5,-6,-4,0
IMU,63235,179,981,6,-6,-4,0
IMU,63245,179,981,7,-6,-4,0
IMU,63254,179,982,4,-6,-4,0
IMU,63264,175,983,5,-6,-4,0
IMU,63274,178,981,5,-6,-4,0
IMU,63284,178,982,5,-6,-4,0
IMU,63293,178,982,8,-6,-4,0
IMU,63303,177,981,7,-6,-4,0
IMU,63313,175,981,8,-6,-4,0
IMU,63323,177,983,8,-6,-4,0
IMU,63333,178,982,8,-6,-4,0
IMU,63342,176,982,8,-6,-4,0
IMU,63352,176,982,6,-6,-4,0
IMU,63362,178,982,5,-6,-4,0
IMU,63372,177,982,7,-6,-4,0
IMU,63381,178,982,5,-6,-4,0
IMU,63391,175,982,4,-6,-4,0
IMU,63401,176,981,7,-6,-4,0
IMU,63411,176,982,7,-6,-4,0
IMU,63420,177,982,7,-6,-4,0
IMU,63430,176,981,6,-6,-4,0
IMU,63440,176,980,6,-6,-4,0
IMU,63450,176,981,6,-6,-4,0
IMU,63459,177,983,7,-6,-4,0
IMU,63469,177,981,6,-6,-4,0
IMU,63479,178,981,5,-6,-4,0
IMU,63489,178,981,7,-6,-4,0
IMU,63500,178,982,5,-6,-4,0
IMU,63508,176,982,8,-6,-4,0
IMU,63519,177,983,8,-6,-4,0
IMU,63528,177,981,9,-6,-4,0
IMU,63538,178,983,6,-6,-4,0
IMU,63547,177,983,6,-6,-4,0
IMU,63557,176,982,10,-6,-4,0
IMU,63567,176,982,8,-6,-4,0
IMU,63577,177,981,5,-6,-4,0
IMU,63586,176,983,5,-6,-4,0
IMU,63596,178,982,6,-6,-4,0
IMU,63606,178,981,5,-6,-4,0
IMU,63616,176,981,6,-6,-4,0
IMU,63625,176,980,4,-6,-4,0
IMU,63635,176,982,5,-6,-4,0
IMU,63645,177,981,9,-6,-4,0
