Type,Millis,Lat,Lon,Speed_kmh,Dist_m,Sats,HDOP,Alt_m,Course_deg
GPS,81521,59.416946,17.982099,0.57,0.00,5,1.90,6.60,0.00
GPS,82068,59.416944,17.982100,0.57,0.25,5,1.90,6.50,0.00
GPS,82527,59.416944,17.982100,1.07,0.25,5,1.90,6.50,0.00
GPS,83074,59.416942,17.982101,1.07,0.45,5,1.90,6.60,0.00
GPS,83523,59.416942,17.982101,0.87,0.45,5,1.90,6.60,0.00
GPS,84071,59.416941,17.982101,0.87,0.57,5,1.90,6.60,0.00
GPS,84519,59.416941,17.982101,0.43,0.57,5,1.90,6.60,0.00
GPS,85076,59.416939,17.982102,0.43,0.78,5,1.90,6.60,0.00
GPS,85525,59.416939,17.982102,1.19,0.78,5,1.90,6.60,0.00
GPS,86072,59.416936,17.982102,1.19,1.09,5,1.90,6.60,0.00
GPS,86521,59.416936,17.982102,1.56,1.09,5,1.90,6.60,0.00
GPS,87087,59.416930,17.982098,1.56,1.78,5,1.90,6.40,0.00
GPS,87537,59.416930,17.982098,0.65,1.78,5,1.90,6.40,0.00
GPS,88083,59.416927,17.982101,0.65,2.13,5,1.90,5.90,0.00
GPS,88533,59.416927,17.982101,0.43,2.13,5,1.90,5.90,0.00
GPS,89089,59.416924,17.982099,0.43,2.43,5,1.90,5.60,0.00
GPS,89539,59.416924,17.982099,0.48,2.43,5,1.90,5.60,0.00
GPS,90085,59.416926,17.982101,0.48,2.23,5,1.90,5.80,0.00
GPS,90535,59.416926,17.982101,0.48,2.23,5,1.90,5.80,0.00
GPS,91091,59.416929,17.982101,0.48,1.86,5,1.90,6.10,0.00
IMU,81072,-47,-3,1080,-6,-4,0
IMU,81082,-46,-2,1078,-6,-4,0
IMU,81091,-45,-3,1080,-6,-4,0
IMU,81101,-46,-3,1078,-6,-4,0
IMU,81111,-46,-5,1078,-6,-4,0
IMU,81121,-47,-5,1079,-6,-4,0
IMU,81130,-48,-5,1080,-6,-4,0
IMU,81140,-47,-4,1079,-6,-4,0
IMU,81150,-46,-4,1080,-6,-4,0
IMU,81160,-48,-6,1078,-6,-4,0
IMU,81169,-47,-3,1076,-6,-4,0
IMU,81179,-48,-6,1077,-6,-4,0
IMU,81189,-48,-5,1079,-6,-4,0
IMU,81199,-46,-5,1079,-6,-4,0
IMU,81208,-46,-4,1080,-6,-4,0
IMU,81218,-47,-4,1081,-6,-4,0
IMU,81228,-46,-5,1080,-6,-4,0
IMU,81238,-47,-3,1080,-6,-4,0
IMU,81248,-48,-4,1079,-6,-4,0
IMU,81257,-47,-2,1079,-6,-4,0
IMU,81267,-47,-2,1078,-6,-4,0
IMU,81277,-49,-4,1080,-6,-4,0
IMU,81287,-46,-2,1079,-6,-4,0
IMU,81296,-46,-5,1081,-6,-4,0
IMU,81306,-47,-4,1081,-6,-4,0
IMU,81316,-47,-3,1081,-6,-4,0
IMU,81326,-47,-3,1079,-6,-4,0
IMU,81335,-46,-5,1078,-6,-4,0
IMU,81345,-47,-5,1078,-6,-4,0
IMU,81355,-47,-4,1083,-6,-4,0
IMU,81365,-48,-4,1083,-6,-4,0
IMU,81375,-46,-4,1082,-6,-4,0
IMU,81384,-45,-4,1080,-6,-4,0
IMU,81394,-44,-5,1080,-6,-4,0
IMU,81404,-44,-5,1079,-6,-4,0
IMU,81414,-45,-5,1078,-6,-4,0
IMU,81423,-46,-4,1080,-6,-4,0
IMU,81433,-46,-3,1081,-6,-4,0
IMU,81443,-46,-5,1081,-6,-4,0
IMU,81453,-45,-5,1079,-6,-4,0
IMU,81462,-45,-4,1080,-6,-4,0
IMU,81472,-47,-3,1079,-6,-4,0
IMU,81482,-47,-4,1079,-6,-4,0
IMU,81492,-47,-5,1081,-6,-4,0
IMU,81501,-45,-4,1081,-6,-4,0
IMU,81511,-47,-4,1082,-6,-4,0
IMU,81521,-46,-3,1080,-6,-4,0
IMU,81531,-47,-4,1077,-6,-4,0
IMU,81541,-46,-3,1078,-6,-4,0
IMU,81550,-46,-2,1078,-6,-4,0
IMU,81560,-46,-3,1080,-6,-4,0
IMU,81570,-47,-1,1078,-6,-4,0
IMU,81580,-48,-5,1077,-6,-4,0
IMU,81589,-46,-5,1079,-6,-4,0
IMU,81599,-47,-3,1080,-6,-4,0
IMU,81609,-46,-3,1082,-6,-4,0
IMU,81619,-46,-3,1080,-6,-4,0
IMU,81628,-46,-2,1078,-6,-4,0
IMU,81638,-47,-3,1079,-6,-4,0
IMU,81648,-45,-3,1081,-6,-4,0
IMU,81658,-46,-3,1080,-6,-4,0
IMU,81667,-46,-4,1078,-6,-4,0
IMU,81677,-47,-5,1080,-6,-4,0
IMU,81687,-46,-5,1079,-6,-4,0
IMU,81697,-48,-4,1077,-6,-4,0
IMU,81707,-45,-4,1076,-6,-4,0
IMU,81716,-46,-3,1076,-6,-4,0
IMU,81726,-46,-2,1079,-6,-4,0
IMU,81736,-47,-3,1080,-6,-4,0
