Type,Millis,Lat,Lon,Speed_kmh,Dist_m,Sats,HDOP,Alt_m,Course_deg
IMU,73837,-343,-146,979,-3,-5,-2
IMU,73847,-346,-144,981,-3,-5,-2
IMU,73857,-347,-141,979,-4,-5,-3
IMU,73867,-347,-144,986,-5,-6,-3
IMU,73876,-347,-147,985,-6,-6,-2
IMU,73886,-348,-149,983,-6,-5,-2
IMU,73896,-353,-152,983,-6,-5,-1
IMU,73906,-349,-156,979,-7,-5,-1
IMU,73916,-339,-157,987,-7,-5,-1
IMU,73925,-333,-160,995,-7,-5,-1
IMU,73935,-335,-163,999,-6,-4,-1
IMU,73945,-341,-164,1001,-6,-4,0
IMU,73955,-343,-166,1010,-6,-5,0
IMU,73964,-342,-169,1015,-6,-5,0
IMU,73974,-345,-171,1016,-4,-4,1
IMU,73984,-349,-169,1005,-3,-4,2
IMU,73994,-351,-160,997,-3,-4,2
IMU,74003,-351,-152,990,-3,-5,2
IMU,74013,-345,-151,989,-4,-6,1
IMU,74023,-337,-150,990,-5,-6,0
IMU,74033,-337,-151,993,-5,-5,0
IMU,74042,-341,-149,989,-5,-3,0
IMU,74052,-349,-147,986,-6,-3,0
IMU,74062,-353,-145,988,-6,-3,0
IMU,74072,-351,-142,987,-6,-4,0
IMU,74082,-347,-138,984,-7,-5,0
IMU,74091,-342,-142,988,-7,-5,-1
IMU,74101,-338,-144,986,-8,-5,-1
IMU,74111,-339,-147,994,-9,-4,-1
IMU,74121,-348,-149,996,-8,-2,-1
IMU,74130,-356,-152,998,-8,-2,0
IMU,74140,-355,-151,987,-8,-2,0
IMU,74150,-351,-148,981,-8,-3,0
IMU,74160,-348,-151,986,-8,-3,0
IMU,74169,-345,-154,993,-9,-3,0
IMU,74179,-345,-162,1006,-8,-3,0
IMU,74189,-348,-162,1011,-8,-3,0
IMU,74199,-348,-162,1005,-8,-3,0
IMU,74208,-347,-161,998,-8,-3,0
IMU,74218,-345,-161,995,-7,-3,0
IMU,74228,-346,-161,994,-7,-3,0
IMU,74238,-348,-159,992,-6,-3,0
IMU,74248,-349,-156,992,-6,-4,0
IMU,74257,-348,-152,987,-6,-4,0
IMU,74267,-345,-149,983,-6,-5,0
IMU,74277,-341,-145,982,-6,-5,0
IMU,74288,-342,-143,977,-6,-6,0
IMU,74296,-341,-138,973,-6,-7,0
IMU,74307,-340,-138,977,-8,-10,-1
IMU,74316,-334,-142,985,-9,-11,-1
IMU,74326,-331,-149,994,-9,-12,-2
IMU,74336,-336,-163,1007,-9,-12,-2
IMU,74345,-339,-170,1009,-8,-13,-3
IMU,74355,-337,-170,1012,-7,-13,-3
IMU,74365,-334,-168,1003,-5,-13,-3
IMU,74375,-333,-166,1002,-4,-12,-3
IMU,74384,-334,-159,1000,-4,-11,-2
IMU,74394,-332,-155,1004,-4,-10,-2
IMU,74404,-332,-153,1008,-5,-9,-1
IMU,74414,-332,-153,1016,-5,-7,0
IMU,74423,-335,-154,1018,-6,-6,0
IMU,74433,-337,-157,1015,-6,-4,1
IMU,74443,-339,-159,1022,-6,-4,2
IMU,74453,-337,-160,1024,-6,-3,2
IMU,74462,-336,-164,1021,-5,-2,2
IMU,74472,-338,-165,1023,-4,-1,2
IMU,74482,-341,-159,1012,-4,0,2
IMU,74492,-342,-152,1010,-4,0,2
IMU,74501,-342,-148,1001,-5,1,2
IMU,74511,-340,-146,997,-5,1,1
IMU,74521,-339,-146,996,-6,2,1
IMU,74531,-342,-145,995,-6,2,0
IMU,74541,-340,-144,991,-6,2,0
IMU,74550,-338,-141,986,-6,2,0
IMU,74560,-339,-140,980,-6,2,0
IMU,74570,-340,-139,977,-7,1,0
IMU,74580,-342,-143,981,-7,1,0
IMU,74589,-341,-142,981,-8,0,0
IMU,74599,-342,-146,985,-8,0,-1
IMU,74609,-343,-150,988,-9,-1,-2
IMU,74619,-342,-156,990,-9,-2,-2
IMU,74628,-343,-160,991,-9,-3,-2
IMU,74638,-343,-169,998,-8,-4,-3
IMU,74648,-344,-170,996,-7,-4,-3
IMU,74658,-345,-170,994,-7,-4,-2
IMU,74667,-349,-170,993,-6,-4,-2
IMU,74677,-349,-166,990,-5,-4,-1
IMU,74687,-350,-160,985,-5,-4,0
IMU,74697,-350,-157,987,-5,-5,0
IMU,74707,-349,-153,984,-6,-5,0
IMU,74716,-345,-155,990,-7,-6,0
IMU,74726,-348,-162,1001,-7,-6,0
IMU,74736,-348,-171,1009,-7,-5,1
IMU,74746,-350,-175,1007,-6,-5,1
IMU,74755,-346,-176,1003,-5,-5,1
IMU,74765,-347,-174,997,-4,-6,1
IMU,74775,-347,-166,991,-3,-6,2
IMU,74785,-347,-160,990,-3,-6,1
IMU,74794,-344,-156,990,-4,-6,1
IMU,74804,-343,-151,988,-5,-5,1
IMU,74814,-341,-150,988,-6,-5,1
IMU,74824,-341,-149,991,-7,-5,0
IMU,74833,-342,-149,992,-7,-5,0
IMU,74843,-341,-151,990,-7,-5,0
IMU,74853,-342,-152,984,-7,-5,0
IMU,74863,-340,-150,989,-7,-5,0
IMU,74873,-339,-153,993,-7,-5,0
IMU,74882,-339,-153,999,-7,-5,-1
IMU,74892,-341,-151,997,-7,-5,0
IMU,74902,-342,-153,998,-8,-5,0
IMU,74912,-339,-154,992,-8,-5,0
IMU,74921,-339,-156,997,-8,-5,0
IMU,74931,-340,-161,1001,-8,-5,0
IMU,74941,-345,-162,1001,-7,-5,0
IMU,74951,-342,-164,1002,-7,-6,0
IMU,74960,-337,-165,1001,-7,-5,0
IMU,74970,-337,-166,1004,-6,-4,0
IMU,74980,-341,-166,1004,-6,-4,0
IMU,74990,-345,-165,1004,-6,-4,1
IMU,75000,-345,-167,1003,-5,-4,1
IMU,75009,-346,-167,1000,-5,-4,1
IMU,75019,-344,-161,993,-5,-4,1
IMU,75029,-343,-158,992,-5,-3,2
IMU,75039,-342,-158,993,-5,-3,2
IMU,75048,-343,-159,993,-6,-3,2
IMU,75058,-347,-158,991,-6,-4,1
IMU,75068,-348,-156,987,-6,-5,1
IMU,75078,-344,-155,988,-6,-5,0
IMU,75087,-339,-150,986,-6,-5,0
IMU,75097,-338,-154,982,-7,-5,0
IMU,75107,-338,-155,986,-7,-5,0
IMU,75117,-340,-158,985,-7,-5,0
IMU,75126,-342,-161,991,-7,-5,0
IMU,75136,-344,-164,990,-7,-5,0
IMU,75146,-337,-167,997,-7,-5,1
IMU,75156,-335,-166,996,-6,-5,1
IMU,75166,-337,-167,1001,-6,-4,1
IMU,75175,-340,-163,996,-5,-4,1
IMU,75185,-341,-156,996,-5,-5,1
IMU,75195,-341,-149,989,-5,-5,0
IMU,75205,-342,-144,986,-6,-6,0
IMU,75214,-341,-146,989,-7,-6,0
IMU,75224,-339,-150,992,-8,-7,0
IMU,75234,-337,-158,996,-8,-7,0
IMU,75244,-335,-163,1004,-8,-7,-1
IMU,75253,-338,-167,1002,-8,-7,-1
IMU,75263,-341,-167,1001,-7,-7,-1
IMU,75273,-337,-165,997,-7,-6,-1
IMU,75283,-339,-166,998,-6,-6,-1
IMU,75292,-341,-164,998,-5,-5,0
IMU,75302,-344,-160,996,-5,-4,0
IMU,75312,-345,-156,998,-6,-4,0
IMU,75322,-344,-152,999,-6,-4,0
IMU,75332,-341,-155,1001,-7,-4,0
IMU,75341,-341,-157,1002,-7,-4,1
IMU,75351,-344,-163,1012,-7,-4,1
IMU,75361,-342,-164,1010,-6,-4,1
IMU,75371,-343,-167,1010,-6,-4,1
IMU,75380,-342,-167,1007,-5,-5,0
IMU,75390,-342,-163,1003,-5,-5,1
IMU,75400,-341,-161,998,-5,-5,1
IMU,75410,-342,-162,996,-5,-5,1
IMU,75419,-338,-164,995,-5,-5,1
IMU,75429,-335,-164,991,-5,-5,1
IMU,75439,-336,-162,989,-5,-4,1
IMU,75449,-337,-159,987,-5,-4,0
IMU,75458,-334,-158,988,-5,-4,0
IMU,75468,-334,-157,991,-6,-4,0
IMU,75478,-334,-156,989,-6,-4,0
IMU,75488,-337,-156,986,-6,-4,1
IMU,75498,-335,-157,991,-7,-4,1
IMU,75507,-332,-159,994,-7,-4,1
IMU,75517,-333,-164,995,-7,-4,0
IMU,75527,-334,-166,998,-6,-5,0
IMU,75537,-333,-166,993,-6,-4,0
IMU,75546,-336,-162,989,-7,-4,0
IMU,75556,-337,-158,989,-7,-4,0
IMU,75566,-339,-159,987,-7,-5,0
IMU,75576,-339,-161,991,-8,-5,0
IMU,75585,-339,-159,988,-8,-5,0
IMU,75595,-338,-159,986,-8,-5,-1
IMU,75605,-338,-157,986,-8,-5,-1
IMU,75615,-338,-159,988,-8,-5,-1
IMU,75625,-340,-161,988,-8,-5,-1
IMU,75634,-338,-161,996,-9,-6,-1
IMU,75644,-340,-161,995,-9,-6,0
IMU,75654,-339,-163,993,-9,-6,0
IMU,75664,-342,-163,992,-8,-6,0
IMU,75673,-343,-164,993,-8,-6,0
IMU,75683,-345,-163,993,-8,-6,0
IMU,75693,-347,-161,993,-8,-7,0
IMU,75703,-346,-164,991,-8,-7,0
IMU,75712,-344,-164,995,-9,-7,0
IMU,75722,-348,-165,990,-9,-7,0
IMU,75732,-347,-166,990,-9,-7,0
IMU,75742,-345,-168,994,-10,-7,0
IMU,75751,-344,-168,993,-10,-7,0
IMU,75761,-350,-169,994,-10,-7,1
IMU,75771,-350,-176,989,-10,-7,1
IMU,75781,-353,-173,989,-9,-7,1
IMU,75791,-357,-173,990,-9,-7,1
IMU,75800,-359,-174,989,-9,-7,2
IMU,75810,-358,-174,988,-9,-7,2
IMU,75820,-355,-178,982,-10,-7,2
IMU,75830,-354,-178,989,-11,-7,2
IMU,75839,-352,-185,983,-12,-7,2
IMU,75849,-355,-189,984,-12,-6,1
IMU,75859,-361,-194,975,-13,-5,0
IMU,75869,-366,-194,975,-13,-4,0
IMU,75878,-370,-187,969,-13,-3,0
IMU,75888,-372,-180,967,-13,-1,0
IMU,75898,-376,-175,973,-14,0,1
IMU,75908,-378,-166,973,-14,0,1
IMU,75917,-370,-157,983,-15,0,1
IMU,75927,-366,-154,993,-16,1,0
IMU,75937,-359,-148,994,-16,2,-1
IMU,75947,-357,-145,990,-15,2,-1
IMU,75957,-355,-137,992,-14,3,-3
IMU,75966,-357,-127,985,-13,2,-4
IMU,75976,-356,-114,984,-13,0,-6
IMU,75986,-351,-98,989,-13,-2,-8
IMU,75996,-347,-80,994,-14,-3,-10
IMU,76005,-342,-65,1003,-15,-4,-12
IMU,76015,-337,-60,1007,-15,-5,-16
IMU,76025,-328,-62,1015,-14,-7,-19
IMU,76035,-323,-59,1028,-12,-6,-23
IMU,76044,-321,-51,1026,-8,-5,-27
IMU,76054,-321,-40,1027,-6,-5,-29
IMU,76064,-323,-25,1019,-3,-4,-29
IMU,76074,-329,-13,1011,-2,-3,-26
IMU,76083,-331,-9,1012,-1,-3,-23
IMU,76093,-336,1,1019,0,-2,-21
IMU,76103,-335,19,1020,0,-1,-19
IMU,76113,-328,24,1042,0,-1,-18
IMU,76123,-321,26,1054,0,-1,-17
IMU,76132,-324,27,1051,0,0,-17
IMU,76142,-335,24,1061,-2,-2,-17
IMU,76152,-332,16,1070,-3,-4,-17
IMU,76162,-320,11,1079,-3,-5,-18
IMU,76171,-308,7,1089,-2,-5,-19
IMU,76181,-299,0,1087,-1,-3,-19
IMU,76191,-300,-2,1085,0,-1,-19
IMU,76201,-311,3,1074,2,1,-19
IMU,76210,-335,20,1053,4,3,-19
IMU,76220,-354,39,1039,5,4,-18
IMU,76230,-358,49,1025,5,2,-17
IMU,76240,-343,46,1039,2,0,-15
IMU,76250,-306,46,1029,0,3,-11
IMU,76259,-315,32,1015,0,9,-7
IMU,76269,-314,-1,1086,1,11,-5
IMU,76279,-328,5,1063,3,12,-6
IMU,76289,-332,4,1099,9,10,-7
IMU,76298,-322,4,1069,15,11,-9
IMU,76308,-326,39,1017,18,11,-10
IMU,76318,-349,50,1088,23,13,-10
IMU,76328,-380,57,975,23,17,-12
IMU,76337,-403,102,962,26,9,-18
IMU,76347,-419,73,1060,30,5,-25
IMU,76357,-414,80,1114,37,16,-33
IMU,76367,-395,42,1129,40,28,-39
IMU,76376,-395,-14,1139,48,43,-41
IMU,76386,-373,-103,1057,51,52,-39
IMU,76396,-373,-133,920,45,40,-33
IMU,76406,-396,-113,885,41,20,-28
IMU,76416,-419,-98,892,39,-2,-24
IMU,76425,-421,-79,941,38,-16,-24
IMU,76435,-418,-90,938,36,-23,-24
IMU,76445,-399,-101,924,33,-30,-23
IMU,76455,-384,-132,927,29,-39,-23
IMU,76464,-386,-168,945,26,-47,-23
IMU,76474,-393,-200,957,24,-57,-24
IMU,76484,-392,-223,966,23,-68,-27
IMU,76494,-384,-226,990,23,-78,-29
IMU,76503,-356,-242,1030,23,-84,-31
IMU,76513,-327,-257,1069,21,-85,-32
IMU,76523,-317,-228,1078,20,-85,-32
IMU,76533,-317,-212,1120,22,-81,-39
IMU,76542,-302,-230,1130,27,-73,-46
IMU,76552,-296,-266,1100,33,-64,-55
IMU,76562,-270,-335,1052,39,-59,-58
IMU,76572,-250,-385,1072,43,-54,-54
IMU,76582,-204,-409,1076,43,-38,-40
IMU,76591,-198,-357,981,42,-28,-23
IMU,76601,-210,-313,948,40,-19,-12
IMU,76611,-197,-282,926,35,-13,-4
IMU,76621,-207,-237,941,31,-8,0
IMU,76630,-222,-224,971,26,-2,1
IMU,76640,-243,-236,973,22,5,2
IMU,76650,-266,-243,971,19,8,3
IMU,76660,-279,-243,970,16,5,1
IMU,76669,-267,-240,983,11,-2,-2
IMU,76679,-253,-237,1005,7,-12,-7
IMU,76689,-257,-202,1069,6,-16,-12
IMU,76699,-278,-187,1099,6,-12,-20
IMU,76708,-283,-211,1042,2,-7,-28
IMU,76718,-273,-232,957,-3,-11,-32
IMU,76728,-260,-260,997,-6,-16,-30
IMU,76738,-212,-278,1045,-15,-14,-24
IMU,76748,-185,-210,1006,-13,-8,-24
IMU,76757,-204,-207,1031,-12,-5,-27
IMU,76767,-194,-254,1018,-14,-5,-29
IMU,76777,-198,-295,1079,-11,-5,-29
IMU,76787,-214,-318,1091,-9,0,-24
IMU,76796,-242,-286,1075,-8,6,-16
IMU,76806,-267,-239,982,-8,10,-11
IMU,76816,-277,-203,887,-10,6,-9
IMU,76826,-281,-193,883,-13,3,-7
IMU,76835,-288,-201,932,-16,6,-3
IMU,76845,-297,-208,946,-20,12,0
IMU,76855,-298,-218,933,-23,14,2
IMU,76865,-286,-225,938,-25,12,1
IMU,76875,-272,-231,969,-27,9,0
IMU,76884,-266,-238,981,-30,6,0
IMU,76894,-252,-253,972,-32,7,1
IMU,76904,-271,-257,937,-32,10,3
IMU,76914,-329,-221,908,-34,5,0
IMU,76923,-323,-236,933,-36,-6,-6
IMU,76933,-283,-261,1021,-35,-15,-13
IMU,76943,-250,-273,1089,-31,-12,-18
IMU,76953,-227,-264,1038,-29,-6,-20
IMU,76962,-232,-270,1001,-29,0,-20
IMU,76972,-255,-277,935,-31,1,-17
