Type,Millis,Data1,Data2,Data3,Data4,Data5,Data6
IMU,53809,95,749,751,-6,-8,1
IMU,53819,94,747,741,-7,-7,0
IMU,53829,99,750,743,-6,-6,0
IMU,53838,90,745,735,-6,-6,0
IMU,53848,70,745,732,-6,-6,0
IMU,53858,80,747,727,-6,-6,0
IMU,53868,70,746,731,-6,-6,0
IMU,53877,80,737,741,-6,-6,0
IMU,53887,78,738,740,-7,-6,0
IMU,53897,68,735,728,-6,-6,0
IMU,53907,68,743,729,-6,-6,0
IMU,53916,87,740,730,-6,-6,0
IMU,53926,101,745,742,-6,-6,0
IMU,53936,96,739,731,-6,-5,-1
IMU,53946,84,744,736,-6,-4,-1
IMU,53956,77,740,731,-6,-5,-1
IMU,53965,79,741,738,-6,-5,-1
IMU,53975,87,737,729,-6,-5,-1
IMU,53985,90,736,740,-6,-5,-1
IMU,53995,83,732,735,-6,-5,-1
IMU,54004,89,735,740,-6,-5,-1
IMU,54014,101,734,727,-6,-5,-1
IMU,54024,105,741,737,-6,-4,-1
IMU,54034,101,740,708,-6,-4,-2
IMU,54043,106,732,739,-6,-3,-3
IMU,54053,67,736,715,-6,-2,-3
IMU,54063,57,736,718,-6,-3,-3
IMU,54073,68,734,732,-6,-4,-2
IMU,54083,71,735,732,-7,-5,-1
IMU,54092,120,735,733,-6,-4,-1
IMU,54102,71,743,737,-6,-3,-2
IMU,54112,78,743,730,-6,-4,-2
IMU,54122,91,746,737,-6,-4,-2
IMU,54131,80,743,728,-6,-3,-3
IMU,54141,124,737,735,-6,-3,-3
IMU,54151,80,740,735,-6,-2,-4
IMU,54162,46,742,728,-6,-3,-3
IMU,54170,60,744,719,-6,-4,-2
IMU,54181,59,744,719,-7,-5,-1
IMU,54191,73,745,723,-7,-5,-1
IMU,54200,54,746,727,-7,-5,-1
IMU,54210,22,748,720,-7,-6,0
IMU,54219,50,750,724,-7,-7,0
IMU,54229,60,752,728,-7,-7,1
IMU,54239,87,756,741,-7,-7,1
IMU,54249,102,753,741,-7,-6,0
IMU,54258,77,751,741,-7,-5,0
IMU,54268,74,750,738,-7,-5,0
IMU,54278,83,748,742,-6,-4,-1
IMU,54288,79,750,743,-6,-4,-1
IMU,54297,79,752,740,-6,-4,-2
IMU,54307,60,756,735,-6,-3,-2
IMU,54317,45,757,732,-6,-3,-2
IMU,54327,52,757,733,-6,-3,-2
IMU,54336,51,758,736,-6,-3,-2
IMU,54346,57,754,729,-6,-3,-2
IMU,54356,60,753,729,-6,-3,-2
IMU,54366,57,752,735,-6,-3,-2
IMU,54375,67,752,737,-6,-3,-2
IMU,54385,81,750,736,-6,-3,-2
IMU,54395,83,749,744,-6,-3,-2
IMU,54405,84,749,740,-6,-2,-3
IMU,54415,76,747,737,-6,-2,-3
IMU,54424,77,746,738,-6,-2,-3
IMU,54434,77,749,733,-6,-2,-3
IMU,54444,70,751,736,-6,-2,-3
IMU,54454,67,751,734,-6,-2,-2
IMU,54463,65,750,732,-6,-3,-2
IMU,54473,61,749,729,-6,-3,-2
IMU,54483,64,751,730,-6,-3,-1
IMU,54493,65,752,730,-6,-4,-1
IMU,54502,65,748,731,-6,-4,-1
IMU,54512,61,747,733,-6,-4,-1
IMU,54522,62,748,730,-6,-4,0
IMU,54532,66,748,731,-6,-4,0
IMU,54541,72,748,727,-6,-4,-1
IMU,54551,74,750,731,-6,-4,-1
IMU,54561,75,750,732,-6,-3,-1
IMU,54571,70,749,729,-6,-3,-2
IMU,54581,65,750,724,-6,-3,-2
IMU,54590,63,752,721,-6,-3,-2
IMU,54600,59,751,711,-6,-2,-2
IMU,54610,49,750,729,-6,-2,-2
IMU,54620,43,745,723,-6,-2,-2
IMU,54629,45,745,733,-6,-2,-2
IMU,54639,59,744,724,-6,-2,-2
IMU,54649,67,751,733,-6,-1,-3
IMU,54659,70,748,724,-6,-1,-4
IMU,54668,70,748,733,-5,0,-4
IMU,54678,71,745,726,-5,0,-5
IMU,54688,75,750,742,-5,0,-5
IMU,54698,76,749,735,-5,0,-6
IMU,54708,71,751,732,-5,0,-6
IMU,54717,65,752,726,-5,0,-6
IMU,54728,54,753,733,-5,0,-6
IMU,54738,46,746,720,-5,0,-6
IMU,54747,47,742,727,-5,0,-6
IMU,54757,47,743,724,-5,0,-5
IMU,54766,44,745,729,-5,0,-5
IMU,54776,44,744,718,-5,0,-5
IMU,54786,44,745,721,-5,0,-4
IMU,54795,46,747,717,-6,0,-4
IMU,54805,50,755,718,-6,-1,-4
IMU,54815,62,750,713,-6,-1,-4
IMU,54825,66,749,732,-5,0,-4
IMU,54834,54,745,731,-6,0,-4
IMU,54844,53,747,730,-5,0,-4
IMU,54854,49,749,720,-6,0,-4
IMU,54864,45,755,718,-6,-1,-4
IMU,54874,50,754,719,-5,0,-4
IMU,54883,42,749,727,-5,0,-4
IMU,54893,39,749,733,-6,-1,-3
IMU,54903,38,749,725,-6,-1,-3
IMU,54913,48,753,729,-6,-1,-3
IMU,54922,61,758,724,-6,0,-3
IMU,54932,51,761,727,-6,0,-3
IMU,54942,48,754,726,-6,0,-3
IMU,54952,50,752,725,-6,0,-3
IMU,54961,54,756,721,-5,-1,-3
IMU,54971,56,754,729,-5,-1,-3
IMU,54981,52,753,736,-6,0,-3
IMU,54991,47,751,732,-6,0,-3
IMU,55000,40,750,729,-6,-1,-3
IMU,55010,42,753,724,-6,-1,-2
IMU,55020,43,750,726,-6,-1,-2
IMU,55030,44,755,728,-6,-1,-2
IMU,55040,43,754,729,-6,-2,-2
IMU,55049,43,751,736,-6,-2,-2
IMU,55059,38,754,731,-6,-2,-1
IMU,55069,43,753,729,-6,-2,-1
IMU,55079,42,758,730,-6,-2,-1
IMU,55088,43,757,724,-6,-2,-2
IMU,55098,45,759,729,-6,-2,-2
IMU,55108,40,755,719,-6,-1,-2
IMU,55118,35,755,724,-6,-1,-2
IMU,55127,30,749,717,-5,-1,-2
IMU,55137,29,747,724,-5,-1,-2
IMU,55147,33,740,716,-5,-1,-2
IMU,55157,28,738,723,-6,-1,-2
IMU,55166,29,745,718,-6,-1,-2
IMU,55176,25,749,718,-6,-2,-2
IMU,55186,36,749,710,-6,-2,-1
IMU,55196,41,749,715,-6,-2,-1
IMU,55206,39,747,713,-6,-2,-1
IMU,55215,39,751,725,-6,-2,-1
IMU,55225,37,749,721,-6,-2,-1
IMU,55235,33,751,727,-6,-2,-1
IMU,55245,42,748,725,-6,-2,-1
IMU,55254,44,751,729,-6,-2,-2
IMU,55264,32,754,722,-6,-2,-1
IMU,55274,30,758,725,-6,-2,-1
IMU,55284,39,755,722,-6,-3,-1
IMU,55293,44,757,732,-6,-3,-1
IMU,55303,42,758,730,-6,-3,-1
IMU,55313,39,760,731,-6,-2,-1
IMU,55323,38,759,730,-6,-2,-1
IMU,55333,43,759,729,-6,-2,-1
IMU,55342,46,758,724,-6,-2,-2
IMU,55352,40,756,725,-6,-1,-2
IMU,55362,32,755,724,-6,-1,-3
IMU,55372,27,753,720,-6,-1,-3
IMU,55381,26,752,722,-6,-1,-3
IMU,55391,28,749,721,-6,-1,-3
IMU,55401,31,748,722,-6,-1,-2
IMU,55411,33,751,720,-6,-1,-3
IMU,55420,32,755,721,-6,-1,-3
IMU,55430,32,756,723,-6,0,-3
IMU,55440,29,758,722,-6,0,-3
IMU,55450,31,760,725,-6,0,-3
IMU,55459,33,758,732,-6,0,-4
IMU,55469,37,757,734,-6,0,-4
IMU,55479,27,760,735,-6,0,-4
IMU,55489,15,761,729,-6,0,-4
IMU,55499,12,766,728,-5,0,-4
IMU,55508,16,781,708,-6,0,-4
IMU,55518,20,764,731,-4,0,-4
IMU,55528,15,761,725,-6,0,-4
IMU,55538,9,756,725,-4,0,-4
IMU,55547,14,764,721,-6,0,-5
IMU,55557,24,763,712,-4,0,-5
IMU,55567,25,765,730,-6,1,-5
IMU,55577,23,750,714,-4,1,-6
IMU,55586,22,756,734,-6,2,-6
IMU,55596,17,754,710,-4,2,-7
IMU,55607,13,760,722,-5,2,-7
IMU,55616,12,749,706,-4,2,-7
IMU,55626,11,750,732,-5,2,-7
IMU,55636,33,745,744,-4,2,-7
IMU,55645,-9,760,724,-6,2,-7
IMU,55656,35,758,725,-5,2,-6
IMU,55665,14,754,714,-5,2,-6
IMU,55674,36,752,726,-5,1,-6
IMU,55684,21,758,731,-5,2,-7
IMU,55694,0,755,716,-5,2,-7
IMU,55704,-3,762,731,-6,1,-6
IMU,55713,-21,754,705,-5,0,-5
IMU,55723,4,757,722,-6,0,-4
IMU,55733,16,758,709,-5,0,-3
IMU,55743,14,758,729,-5,0,-4
IMU,55752,13,752,717,-5,0,-4
IMU,55762,9,749,729,-5,1,-4
IMU,55772,-1,752,717,-5,0,-4
IMU,55782,5,754,726,-5,0,-4
IMU,55791,19,747,712,-5,0,-4
IMU,55801,26,744,738,-5,0,-3
IMU,55811,4,741,716,-6,0,-3
IMU,55821,-38,753,712,-6,-2,-1
IMU,55831,0,759,717,-6,-3,0
IMU,55840,42,754,726,-6,-3,0
IMU,55850,60,755,718,-6,-2,-1
IMU,55860,46,760,709,-6,0,-3
IMU,55870,-7,765,706,-6,0,-3
IMU,55879,-16,768,716,-6,0,-3
IMU,55889,13,760,718,-6,0,-3
IMU,55899,28,760,721,-6,0,-3
IMU,55909,5,763,719,-6,0,-4
IMU,55918,-30,766,710,-6,0,-4
IMU,55928,-43,766,708,-6,0,-3
IMU,55938,-31,760,717,-6,-1,-2
IMU,55948,-13,761,725,-6,-1,-2
IMU,55958,-11,762,724,-6,-1,-2
IMU,55967,-4,759,731,-6,-1,-2
IMU,55977,-40,761,707,-6,-1,-2
IMU,55987,-6,764,713,-6,-2,-1
IMU,55997,16,763,718,-6,-1,-2
IMU,56006,22,759,722,-6,-1,-2
IMU,56016,17,755,720,-6,0,-3
IMU,56026,-17,759,712,-6,0,-3
IMU,56036,-4,756,714,-6,-1,-3
IMU,56045,-4,757,714,-6,-1,-3
IMU,56055,-3,752,713,-6,-1,-3
IMU,56065,0,749,721,-6,-1,-3
IMU,56075,-35,749,715,-6,0,-3
IMU,56084,-39,750,711,-6,-2,-1
IMU,56094,-28,758,722,-6,-3,0
IMU,56104,-15,757,717,-6,-3,0
IMU,56114,12,757,727,-6,-3,0
IMU,56124,9,762,726,-6,-2,-2
IMU,56133,-9,761,719,-6,-1,-2
IMU,56143,-7,758,721,-6,-1,-2
IMU,56153,-8,758,723,-6,-1,-2
IMU,56163,12,759,721,-6,-1,-2
IMU,56172,2,760,727,-6,-1,-3
IMU,56182,-25,756,718,-6,-1,-3
IMU,56192,-15,756,722,-6,-1,-2
IMU,56202,-31,754,722,-6,-2,-1
IMU,56211,-25,755,729,-6,-3,-1
IMU,56221,-14,752,721,-6,-3,0
IMU,56231,-25,754,715,-6,-3,0
IMU,56241,-14,757,720,-6,-4,0
IMU,56250,-11,756,717,-6,-4,0
IMU,56260,-5,755,719,-6,-4,0
IMU,56270,-1,752,722,-6,-4,0
IMU,56280,-9,748,725,-6,-4,0
IMU,56290,3,750,725,-6,-4,1
IMU,56299,5,750,720,-6,-4,0
IMU,56309,1,754,719,-6,-4,1
IMU,56319,0,754,716,-7,-4,1
IMU,56329,-3,756,712,-6,-4,1
IMU,56338,-6,754,711,-6,-5,1
IMU,56348,-12,753,715,-6,-5,1
IMU,56358,-16,753,713,-7,-5,2
IMU,56368,-18,756,712,-7,-6,2
IMU,56377,-22,755,708,-7,-6,3
IMU,56387,-19,756,708,-7,-7,4
IMU,56397,-15,753,709,-7,-7,4
IMU,56407,-14,755,712,-7,-8,5
IMU,56416,-17,756,709,-8,-9,6
IMU,56427,-11,758,712,-7,-10,7
IMU,56436,-6,760,714,-8,-10,7
IMU,56447,-7,760,717,-8,-11,8
IMU,56456,-4,758,715,-8,-11,9
IMU,56465,-5,757,717,-8,-12,9
IMU,56476,-8,756,714,-8,-12,10
IMU,56485,-4,758,716,-8,-13,11
IMU,56495,-1,754,714,-8,-13,11
IMU,56505,-1,754,713,-8,-14,11
IMU,56514,-6,754,710,-8,-14,12
IMU,56524,-6,751,715,-8,-15,12
IMU,56534,6,749,725,-9,-15,13
IMU,56543,8,749,725,-9,-15,13
IMU,56553,3,747,719,-9,-15,13
IMU,56563,-1,754,719,-9,-15,13
IMU,56573,-7,753,718,-9,-15,14
IMU,56583,1,757,723,-9,-16,14
IMU,56592,8,756,725,-9,-16,15
IMU,56602,12,759,723,-9,-16,15
IMU,56612,1,759,723,-9,-17,16
IMU,56622,1,764,719,-9,-18,17
IMU,56631,71,765,754,-9,-18,16
IMU,56641,87,757,736,-9,-15,13
IMU,56651,53,762,745,-8,-14,13
IMU,56661,11,765,712,-8,-13,12
IMU,56670,-42,764,720,-9,-15,13
IMU,56680,-1,757,716,-9,-18,15
IMU,56690,48,754,730,-9,-19,16
IMU,56700,35,759,720,-9,-19,17
IMU,56709,14,756,727,-9,-18,17
IMU,56719,-10,763,725,-10,-19,17
IMU,56729,14,767,723,-9,-20,18
IMU,56739,42,763,729,-10,-19,18
IMU,56749,55,767,723,-9,-18,16
IMU,56758,68,774,727,-9,-17,15
IMU,56768,57,764,719,-8,-15,13
IMU,56778,44,755,746,-8,-14,12
IMU,56788,68,759,735,-8,-13,11
IMU,56797,75,749,722,-8,-12,10
IMU,56807,52,756,742,-8,-11,8
IMU,56817,47,748,696,-8,-10,8
IMU,56827,25,763,749,-7,-10,8
IMU,56836,23,739,687,-8,-11,9
IMU,56846,19,762,741,-8,-12,10
IMU,56856,41,753,689,-9,-12,10
IMU,56866,59,761,751,-7,-12,10
IMU,56875,45,742,711,-9,-12,10
IMU,56885,42,751,739,-8,-13,10
IMU,56895,71,751,729,-9,-12,10
IMU,56905,90,761,746,-7,-12,9
IMU,56915,105,754,729,-8,-11,8
IMU,56924,104,758,741,-7,-9,6
IMU,56934,106,761,724,-8,-8,5
IMU,56944,102,756,749,-6,-7,4
IMU,56954,91,751,725,-8,-6,2
IMU,56963,94,754,723,-6,-6,1
IMU,56973,83,751,740,-7,-5,0
IMU,56983,71,751,723,-6,-4,0
IMU,56993,74,752,717,-6,-3,0
IMU,57002,72,746,724,-6,-3,-1
IMU,57012,76,767,725,-7,-2,-2
IMU,57022,63,747,702,-5,-1,-3
IMU,57032,47,753,749,-7,-1,-3
IMU,57041,46,746,694,-6,-1,-3
IMU,57051,52,754,763,-5,-1,-3
IMU,57061,80,750,703,-7,-1,-3
IMU,57071,67,758,751,-5,0,-4
IMU,57081,52,749,727,-6,0,-4
IMU,57090,59,756,726,-5,0,-4
IMU,57100,75,749,732,-6,0,-4
IMU,57110,83,750,727,-5,0,-5
IMU,57120,84,751,735,-5,1,-6
IMU,57129,65,749,726,-5,1,-6
IMU,57139,55,744,721,-5,1,-6
IMU,57149,75,740,718,-5,1,-6
IMU,57159,75,739,731,-5,1,-6
IMU,57168,63,741,730,-5,1,-7
IMU,57178,45,745,721,-5,1,-7
IMU,57188,40,744,718,-5,1,-6
IMU,57198,57,746,722,-5,0,-6
IMU,57208,70,747,725,-5,1,-6
IMU,57217,64,744,726,-5,1,-6
IMU,57227,48,746,727,-5,1,-6
IMU,57237,38,744,723,-5,1,-6
IMU,57247,44,745,730,-5,0,-6
IMU,57256,56,744,730,-5,0,-5
IMU,57266,60,744,729,-5,1,-6
IMU,57276,49,746,722,-5,0,-5
IMU,57286,41,747,727,-5,0,-5
IMU,57295,40,745,724,-6,0,-4
IMU,57305,41,746,723,-6,-1,-3
IMU,57315,41,746,725,-6,-2,-2
IMU,57325,42,751,727,-6,-2,-1
IMU,57334,44,752,727,-6,-3,-1
IMU,57344,41,752,732,-6,-3,0
IMU,57354,47,752,726,-6,-4,0
IMU,57365,47,752,728,-6,-4,0
IMU,57374,44,752,722,-6,-4,0
IMU,57384,41,754,725,-6,-4,0
IMU,57394,45,751,724,-6,-4,0
IMU,57403,44,755,728,-6,-4,0
IMU,57414,41,753,723,-6,-4,0
IMU,57422,38,753,727,-6,-4,0
IMU,57432,39,754,723,-7,-4,0
IMU,57442,33,755,725,-6,-5,0
IMU,57452,33,759,726,-7,-5,1
IMU,57461,35,759,725,-7,-5,1
IMU,57471,33,760,724,-7,-6,1
IMU,57481,36,759,724,-7,-6,2
IMU,57491,40,759,730,-7,-6,2
IMU,57500,36,760,729,-7,-6,2
IMU,57510,36,758,730,-7,-6,2
IMU,57520,39,760,728,-7,-7,2
IMU,57530,45,763,732,-7,-7,2
IMU,57540,47,764,732,-7,-7,2
IMU,57549,44,760,733,-7,-6,2
IMU,57559,45,760,733,-7,-6,2
IMU,57569,45,763,734,-7,-6,2
IMU,57579,47,764,735,-7,-6,1
IMU,57588,46,767,734,-6,-5,1
IMU,57598,45,763,732,-6,-5,1
IMU,57608,43,762,729,-6,-5,0
IMU,57618,41,759,730,-6,-4,0
IMU,57627,40,758,729,-6,-4,0
IMU,57637,38,757,728,-6,-3,0
IMU,57647,38,758,726,-6,-3,0
IMU,57657,39,760,728,-6,-3,-1
IMU,57666,39,757,728,-6,-3,-1
IMU,57676,39,754,725,-6,-2,-1
IMU,57686,39,752,724,-6,-2,-1
IMU,57696,42,753,726,-6,-2,-1
IMU,57706,46,752,728,-6,-2,-2
IMU,57715,49,752,727,-6,-2,-2
IMU,57725,50,752,728,-6,-2,-2
IMU,57735,48,752,727,-6,-1,-2
IMU,57745,45,751,724,-6,-1,-2
IMU,57754,44,750,722,-5,-1,-2
IMU,57764,43,752,722,-5,-1,-2
IMU,57774,41,750,724,-5,-1,-2
IMU,57784,39,748,723,-6,-1,-2
IMU,57793,38,749,722,-6,-2,-2
IMU,57803,38,750,719,-6,-2,-2
IMU,57813,39,747,722,-6,-2,-2
IMU,57823,40,749,721,-6,-2,-2
IMU,57833,41,750,722,-6,-2,-2
IMU,57842,42,750,721,-6,-2,-2
IMU,57852,39,748,721,-6,-2,-2
IMU,57862,38,748,723,-6,-2,-2
IMU,57872,41,746,719,-6,-2,-2
IMU,57881,41,746,717,-6,-2,-2
IMU,57891,40,745,719,-6,-2,-2
IMU,57901,37,749,719,-6,-2,-2
IMU,57911,37,750,720,-6,-2,-2
IMU,57920,34,751,718,-6,-2,-2
IMU,57930,39,752,721,-6,-1,-2
IMU,57940,34,751,721,-6,-1,-2
IMU,57950,32,753,720,-6,-1,-2
IMU,57959,32,752,722,-6,-1,-3
IMU,57969,31,752,722,-6,-1,-3
IMU,57979,35,752,722,-6,-1,-3
IMU,57989,33,752,722,-6,0,-3
IMU,57999,29,751,724,-6,0,-3
IMU,58008,29,752,722,-6,0,-3
IMU,58018,28,755,724,-6,0,-3
IMU,58028,27,752,723,-6,-1,-3
IMU,58038,26,753,726,-6,-1,-3
IMU,58047,27,752,725,-6,-1,-3
IMU,58057,23,754,726,-6,-1,-3
IMU,58067,26,753,726,-6,-1,-3
IMU,58077,30,755,728,-6,-1,-3
IMU,58086,28,754,725,-6,-1,-2
IMU,58096,30,753,725,-6,-1,-2
IMU,58106,30,755,724,-6,-1,-2
IMU,58116,31,754,724,-6,-1,-2
IMU,58125,30,755,724,-6,-2,-2
IMU,58135,28,756,724,-6,-2,-2
IMU,58145,26,755,721,-6,-2,-2
IMU,58155,25,754,726,-6,-2,-2
IMU,58165,23,755,729,-6,-2,-1
IMU,58174,25,758,727,-6,-2,-1
IMU,58184,26,757,730,-6,-2,-1
IMU,58194,26,758,727,-6,-2,-1
IMU,58204,27,758,728,-6,-2,-2
IMU,58213,26,761,728,-6,-2,-2
IMU,58223,22,759,727,-6,-2,-2
IMU,58233,18,761,727,-6,-2,-2
IMU,58243,17,762,726,-6,-2,-2
IMU,58252,14,762,722,-6,-2,-2
IMU,58262,13,762,724,-6,-2,-2
IMU,58272,16,760,725,-6,-2,-2
IMU,58282,16,759,726,-6,-2,-2
IMU,58291,16,759,726,-6,-2,-2
IMU,58301,17,758,724,-6,-2,-2
IMU,58311,19,757,725,-6,-2,-2
IMU,58321,19,757,724,-6,-2,-2
IMU,58331,19,755,722,-6,-2,-1
IMU,58340,18,753,726,-6,-2,-1
IMU,58351,17,753,724,-6,-2,-1
IMU,58360,16,752,722,-6,-2,-1
IMU,58370,13,757,718,-6,-2,-1
IMU,58380,12,758,718,-6,-2,-1
IMU,58389,12,762,721,-6,-3,-1
IMU,58400,11,758,720,-6,-3,-1
IMU,58409,16,753,719,-6,-3,-1
IMU,58418,15,755,722,-6,-2,-1
IMU,58428,12,757,718,-6,-2,-1
IMU,58438,11,759,721,-6,-2,-1
IMU,58448,12,757,719,-6,-2,-1
IMU,58458,17,756,721,-6,-2,-1
IMU,58467,18,756,722,-6,-2,-1
IMU,58477,15,753,720,-6,-2,-1
IMU,58487,14,754,719,-6,-2,-1
IMU,58497,19,754,720,-6,-2,-1
IMU,58506,22,753,720,-6,-2,-1
IMU,58516,18,754,717,-6,-2,-1
IMU,58526,16,750,714,-6,-2,-1
IMU,58536,19,751,716,-6,-2,-1
IMU,58545,17,752,712,-6,-2,-1
IMU,58555,19,753,714,-6,-2,-1
IMU,58565,16,749,712,-6,-2,-1
IMU,58575,12,748,718,-6,-2,-1
IMU,58584,13,749,713,-6,-2,-1
IMU,58594,12,751,718,-6,-2,-1
IMU,58604,13,752,716,-6,-2,-1
IMU,58614,11,753,724,-6,-3,-1
IMU,58624,12,751,722,-6,-3,-1
IMU,58633,11,751,719,-6,-3,-1
IMU,58643,11,754,722,-6,-3,0
IMU,58653,12,752,719,-6,-3,0
IMU,58663,12,753,720,-6,-3,0
IMU,58672,14,754,718,-6,-3,0
IMU,58682,15,755,718,-6,-3,0
IMU,58692,17,756,721,-6,-4,0
IMU,58702,18,755,722,-6,-3,0
IMU,58711,16,755,722,-6,-3,0
IMU,58721,11,753,723,-6,-3,0
IMU,58731,9,756,722,-7,-4,0
IMU,58741,8,756,722,-7,-4,0
IMU,58750,3,758,721,-7,-4,0
IMU,58760,2,760,723,-7,-4,0
IMU,58770,1,760,718,-7,-4,1
IMU,58780,2,760,722,-7,-5,1
IMU,58790,3,761,720,-7,-5,1
IMU,58799,4,760,721,-7,-5,1
IMU,58809,5,760,722,-7,-5,2
IMU,58819,9,757,724,-7,-5,2
IMU,58829,10,756,724,-7,-6,2
IMU,58838,11,755,724,-6,-6,2
IMU,58848,12,756,721,-6,-6,2
IMU,58858,14,756,722,-7,-6,2
IMU,58868,17,755,720,-7,-6,2
IMU,58877,18,755,719,-7,-5,2
IMU,58887,17,755,720,-7,-5,1
IMU,58897,17,754,720,-7,-5,1
IMU,58907,16,756,721,-6,-5,1
IMU,58916,16,755,725,-6,-5,1
IMU,58926,16,753,723,-6,-5,1
IMU,58936,14,753,720,-6,-5,1
IMU,58946,12,754,720,-6,-5,1
IMU,58956,13,754,721,-6,-5,1
IMU,58965,10,756,721,-7,-5,1
IMU,58975,10,757,723,-7,-5,1
IMU,58985,11,758,722,-7,-5,1
IMU,58995,13,755,719,-7,-5,1
IMU,59004,15,755,719,-6,-6,2
IMU,59014,14,758,722,-6,-6,2
IMU,59024,14,756,725,-6,-6,2
IMU,59034,14,752,720,-6,-6,2
IMU,59043,16,751,722,-6,-6,2
IMU,59053,16,751,716,-7,-6,3
IMU,59063,17,751,717,-7,-6,3
IMU,59073,17,750,715,-7,-7,3
IMU,59083,18,752,717,-7,-7,3
IMU,59092,18,754,719,-7,-7,3
IMU,59102,19,752,719,-7,-7,3
IMU,59112,19,752,719,-7,-7,3
IMU,59122,20,752,720,-7,-7,3
IMU,59131,22,752,722,-7,-7,3
IMU,59141,21,754,722,-7,-7,3
IMU,59152,21,753,722,-7,-7,3
IMU,59161,21,755,720,-7,-7,3
IMU,59170,20,757,725,-7,-7,3
IMU,59181,19,758,725,-7,-7,3
IMU,59190,17,760,726,-7,-7,3
IMU,59201,17,759,725,-7,-7,3
IMU,59209,18,759,725,-7,-7,3
IMU,59219,18,757,725,-7,-7,3
IMU,59229,20,759,725,-7,-7,3
IMU,59239,20,758,727,-7,-7,3
IMU,59249,20,758,727,-7,-7,3
IMU,59258,19,757,724,-7,-7,3
IMU,59268,21,757,721,-7,-7,3
IMU,59278,20,758,718,-7,-6,3
IMU,59288,19,761,719,-7,-6,3
IMU,59297,16,761,717,-7,-7,3
IMU,59307,17,760,718,-7,-7,3
IMU,59317,21,761,721,-7,-7,3
IMU,59327,22,757,721,-7,-7,3
IMU,59336,23,758,722,-7,-6,3
IMU,59346,22,759,724,-7,-6,2
IMU,59356,26,760,724,-7,-6,2
IMU,59366,32,761,724,-7,-6,2
IMU,59375,30,761,724,-7,-6,2
IMU,59385,27,761,722,-7,-6,2
IMU,59395,25,759,716,-7,-6,2
IMU,59405,22,760,722,-7,-6,2
IMU,59415,27,759,719,-7,-6,2
IMU,59424,33,761,724,-7,-6,2
IMU,59434,34,758,722,-7,-6,2
IMU,59444,31,758,723,-7,-5,1
IMU,59454,31,755,717,-7,-5,1
IMU,59463,33,754,722,-7,-5,1
IMU,59473,38,753,719,-7,-5,1
IMU,59483,36,753,717,-7,-5,0
SPM,50379,0.00
SPM,53413,0.00
SPM,56416,0.00
SPM,59421,0.00
SPM,62460,0.00
SPM,65501,0.00
SPM,68541,0.00
GPS,69258,59.361459,18.049059,3.22,20.32,10
GPS,69786,59.361459,18.049059,3.67,20.32,10
GPS,70372,59.361461,18.049042,3.67,21.26,10
GPS,70909,59.361461,18.049042,3.67,21.26,10
GPS,71250,59.361462,18.049026,3.67,22.20,10
GPS,71788,59.361462,18.049026,4.07,22.20,10
GPS,72237,59.361463,18.049011,4.07,23.08,10
GPS,72774,59.361463,18.049011,3.63,23.08,10
GPS,73233,59.361464,18.048992,3.63,24.13,10
GPS,73770,59.361464,18.048992,4.33,24.13,10
GPS,74239,59.361466,18.048972,4.33,25.29,10
GPS,74766,59.361466,18.048972,4.63,25.29,10
GPS,75254,59.361466,18.048953,4.63,26.34,10
GPS,75782,59.361466,18.048953,4.13,26.34,10
GPS,76261,59.361467,18.048933,4.13,27.44,10
GPS,76797,59.361467,18.048933,4.44,27.44,10
GPS,77256,59.361468,18.048914,4.44,28.54,10
GPS,77793,59.361468,18.048914,4.28,28.54,10
GPS,78252,59.361468,18.048895,4.28,29.61,10
GPS,78790,59.361468,18.048895,4.35,29.61,10
GPS,79240,59.361469,18.048876,4.35,30.68,10
GPS,79787,59.361469,18.048876,3.93,30.68,10
GPS,80235,59.361469,18.048856,3.93,31.76,10
GPS,80782,59.361469,18.048856,4.17,31.76,10
GPS,81241,59.361470,18.048837,4.17,32.87,10
IMU,69239,36,748,730,-4,-1,-1
IMU,69249,30,735,746,-6,0,-2
IMU,69258,56,724,752,-5,0,-2
IMU,69268,58,714,748,-6,0,-3
IMU,69278,12,701,727,-5,0,-2
IMU,69288,54,708,772,-6,-1,-2
IMU,69297,47,688,743,-5,-1,-1
IMU,69307,49,699,771,-6,-2,0
IMU,69317,44,703,736,-6,-1,-1
IMU,69327,13,708,757,-6,-2,0
IMU,69336,25,701,723,-6,-3,0
IMU,69346,46,707,749,-6,-3,0
IMU,69356,36,697,726,-6,-4,0
IMU,69366,16,712,749,-7,-3,0
IMU,69375,-9,718,715,-7,-4,1
IMU,69385,-18,722,741,-7,-5,2
IMU,69395,1,716,738,-8,-6,3
IMU,69405,0,723,762,-7,-6,4
IMU,69415,2,726,756,-8,-7,4
IMU,69424,15,736,770,-8,-7,5
IMU,69434,33,735,762,-8,-8,6
IMU,69444,51,741,773,-7,-8,6
IMU,69454,71,740,778,-7,-8,5
IMU,69463,83,738,789,-7,-7,4
IMU,69473,81,739,788,-7,-5,2
IMU,69483,68,735,780,-6,-4,1
IMU,69493,56,736,772,-6,-3,0
IMU,69502,47,736,760,-6,-2,0
IMU,69512,43,729,753,-5,-1,-1
IMU,69522,29,725,751,-6,-1,-1
IMU,69532,21,719,745,-5,-1,-1
