Type,Millis,Data1,Data2,Data3,Data4,Data5,Data6
IMU,36819,213,940,308,-6,-5,3
IMU,36839,243,941,302,-6,-5,3
IMU,36859,241,954,304,-6,-5,2
IMU,36879,245,939,296,-6,-5,1
IMU,36899,231,944,301,-6,-4,1
IMU,36919,242,951,292,-6,-4,1
IMU,36939,236,954,302,-6,-4,0
IMU,36959,233,964,303,-6,-4,0
IMU,36979,223,953,309,-6,-4,0
IMU,36999,239,947,307,-6,-4,0
IMU,37019,237,943,307,-6,-4,0
IMU,37039,245,942,310,-6,-4,-1
IMU,37059,232,953,319,-6,-3,-1
IMU,37079,236,948,318,-6,-3,-2
IMU,37099,230,941,315,-6,-3,-2
IMU,37119,221,943,312,-6,-3,-2
IMU,37139,213,948,316,-6,-3,-2
IMU,37159,205,955,317,-6,-3,-2
IMU,37179,210,955,312,-6,-3,-2
IMU,37199,225,949,311,-6,-4,-2
IMU,37219,214,946,313,-6,-3,-2
IMU,37239,223,946,310,-6,-4,-1
IMU,37259,219,954,310,-6,-4,-1
IMU,37279,212,948,307,-6,-4,-1
IMU,37299,207,946,303,-6,-4,-1
IMU,37319,199,945,304,-6,-4,0
IMU,37339,198,954,304,-6,-4,0
IMU,37359,220,963,304,-6,-4,0
IMU,37379,216,953,304,-6,-4,0
IMU,37399,225,950,300,-6,-4,0
IMU,37419,226,949,301,-6,-4,0
IMU,37439,227,958,304,-6,-4,0
IMU,37459,225,956,303,-6,-4,0
IMU,37479,216,945,307,-6,-4,0
IMU,37499,212,946,308,-6,-4,0
IMU,37519,214,948,312,-6,-4,0
IMU,37539,207,955,317,-6,-4,0
IMU,37559,210,948,320,-6,-4,0
IMU,37579,211,942,323,-6,-4,0
IMU,37599,216,944,327,-6,-4,0
IMU,37619,219,946,324,-6,-4,0
IMU,37639,222,953,323,-6,-4,0
IMU,37659,214,948,318,-6,-4,0
IMU,37679,213,945,307,-6,-4,0
IMU,37699,206,954,309,-6,-4,0
IMU,37719,209,957,307,-6,-4,0
IMU,37739,209,955,304,-6,-4,0
IMU,37759,213,948,305,-6,-4,0
IMU,37779,218,943,299,-6,-4,0
IMU,37799,217,949,300,-6,-4,0
IMU,37819,217,954,302,-6,-4,0
IMU,37839,223,952,302,-6,-4,0
IMU,37859,215,953,302,-6,-4,0
IMU,37879,213,954,305,-6,-4,0
IMU,37899,210,959,306,-6,-4,0
IMU,37919,212,955,306,-6,-4,0
IMU,37939,218,947,305,-6,-4,0
IMU,37959,214,938,298,-6,-4,0
IMU,37979,216,946,305,-6,-4,0
IMU,37999,220,956,315,-6,-4,0
IMU,38019,218,956,316,-6,-4,0
IMU,38039,220,952,314,-6,-4,0
IMU,38059,220,947,316,-6,-4,0
IMU,38079,214,949,321,-6,-4,0
IMU,38099,215,951,320,-6,-4,0
IMU,38119,213,945,319,-6,-4,0
IMU,38139,206,942,315,-6,-4,0
IMU,38159,208,944,314,-6,-4,0
IMU,38179,206,955,316,-6,-4,0
IMU,38199,211,956,314,-6,-4,0
IMU,38219,210,951,306,-6,-4,0
IMU,38239,204,947,303,-6,-4,0
IMU,38259,203,954,299,-6,-4,0
IMU,38279,209,961,303,-6,-4,0
IMU,38299,204,955,301,-6,-4,0
IMU,38319,205,950,301,-6,-4,0
IMU,38339,209,949,303,-6,-4,0
IMU,38359,211,950,304,-6,-4,0
IMU,38379,214,955,309,-6,-4,0
IMU,38399,208,952,309,-6,-4,0
IMU,38419,203,953,307,-6,-4,0
IMU,38439,205,950,311,-6,-4,0
IMU,38459,208,954,315,-6,-4,0
IMU,38479,209,952,313,-6,-4,0
IMU,38499,210,944,310,-6,-4,1
IMU,38519,206,945,309,-6,-4,1
IMU,38539,209,950,311,-6,-4,1
IMU,38559,208,956,313,-6,-4,1
IMU,38579,209,956,312,-6,-4,1
IMU,38599,207,942,311,-6,-4,1
IMU,38619,212,948,311,-6,-4,1
IMU,38639,214,951,314,-6,-4,1
IMU,38659,210,955,314,-6,-4,1
IMU,38679,213,951,311,-6,-4,1
IMU,38699,213,945,305,-6,-4,1
IMU,38719,208,950,307,-6,-4,1
IMU,38739,207,953,308,-6,-4,1
IMU,38759,211,956,307,-6,-4,1
IMU,38779,212,949,304,-6,-4,1
IMU,38799,211,944,301,-6,-5,1
IMU,38819,212,951,305,-6,-5,2
IMU,38839,213,956,306,-6,-5,2
IMU,38859,217,956,307,-6,-5,2
IMU,38879,212,953,308,-6,-5,2
IMU,38899,212,945,310,-6,-5,2
IMU,38919,218,953,314,-6,-5,2
IMU,38939,222,950,316,-6,-4,1
IMU,38959,220,950,314,-6,-4,1
IMU,38979,219,944,312,-6,-4,1
IMU,38999,212,945,312,-6,-4,1
IMU,39019,218,956,314,-6,-4,1
IMU,39039,217,952,315,-6,-4,1
IMU,39059,214,948,310,-6,-4,0
IMU,39079,213,948,307,-6,-4,1
IMU,39099,219,953,309,-6,-4,1
IMU,39119,217,961,306,-6,-4,1
IMU,39139,221,956,306,-6,-4,1
IMU,39159,216,945,302,-6,-4,0
IMU,39179,218,945,302,-6,-4,1
IMU,39199,218,946,305,-6,-4,1
IMU,39219,215,950,309,-6,-4,0
IMU,39239,214,952,310,-6,-4,0
IMU,39259,214,948,309,-6,-4,0
IMU,39279,213,953,314,-6,-4,1
IMU,39299,216,956,315,-6,-4,1
IMU,39319,215,956,315,-6,-4,1
IMU,39339,221,947,311,-6,-4,1
IMU,39359,216,943,305,-6,-4,1
IMU,39379,214,946,306,-6,-4,1
IMU,39399,213,950,308,-6,-4,1
IMU,39419,219,952,309,-6,-4,1
IMU,39439,217,949,307,-6,-4,0
IMU,39459,225,944,310,-6,-4,0
IMU,39479,221,942,313,-6,-4,0
IMU,39499,229,948,320,-6,-4,0
IMU,39519,227,949,317,-6,-4,0
IMU,39539,229,959,317,-6,-4,0
IMU,39559,228,969,317,-6,-4,0
IMU,39579,215,962,311,-6,-4,0
IMU,39599,208,958,308,-6,-4,0
IMU,39619,209,937,297,-6,-4,0
IMU,39639,213,936,294,-6,-4,0
IMU,39659,215,940,294,-6,-4,0
IMU,39679,213,946,293,-6,-4,0
IMU,39699,215,961,302,-6,-4,0
IMU,39719,215,960,303,-6,-4,0
IMU,39739,214,961,305,-6,-4,0
IMU,39759,211,953,309,-6,-4,0
IMU,39779,212,946,312,-6,-4,0
IMU,39799,215,944,315,-6,-4,0
IMU,39819,212,936,319,-6,-4,0
IMU,39839,214,942,323,-6,-4,0
IMU,39859,210,950,325,-6,-4,-1
IMU,39879,213,958,325,-6,-4,0
IMU,39899,215,957,321,-6,-4,0
IMU,39919,212,955,315,-6,-4,0
IMU,39939,208,953,311,-6,-4,0
IMU,39959,207,950,304,-6,-4,0
IMU,39979,204,949,299,-6,-4,0
IMU,39999,210,953,298,-6,-4,0
IMU,40019,216,962,298,-6,-4,0
IMU,40039,203,958,294,-6,-4,0
IMU,40059,198,946,301,-6,-4,0
IMU,40079,210,959,300,-6,-4,0
IMU,40099,202,959,311,-6,-4,0
IMU,40119,196,955,310,-6,-4,0
IMU,40139,207,955,314,-6,-4,0
IMU,40159,216,956,314,-6,-4,0
IMU,40179,210,947,316,-6,-4,0
IMU,40199,220,947,316,-6,-4,0
IMU,40219,228,958,318,-6,-4,0
IMU,40239,222,957,317,-6,-4,0
IMU,40259,213,950,315,-6,-4,0
IMU,40279,206,954,310,-6,-4,0
IMU,40299,198,956,307,-6,-4,0
IMU,40319,194,953,305,-6,-4,0
IMU,40339,197,946,304,-6,-4,0
IMU,40359,206,942,301,-6,-4,0
IMU,40379,213,947,309,-6,-4,0
IMU,40399,223,954,310,-6,-4,0
IMU,40419,214,966,311,-6,-4,0
IMU,40439,209,960,315,-6,-4,0
IMU,40459,196,961,308,-6,-4,0
IMU,40479,197,954,307,-6,-4,0
IMU,40499,203,950,307,-6,-4,0
IMU,40519,209,955,304,-6,-4,0
IMU,40539,204,953,305,-6,-4,0
IMU,40559,214,951,305,-6,-4,0
IMU,40579,211,950,305,-6,-4,0
IMU,40599,209,956,307,-6,-4,0
IMU,40619,202,954,309,-6,-4,0
IMU,40639,201,951,313,-6,-4,0
IMU,40659,194,950,314,-6,-4,0
IMU,40679,191,948,314,-6,-4,0
IMU,40699,197,953,314,-6,-4,0
IMU,40719,204,956,315,-6,-4,0
IMU,40739,214,959,314,-6,-4,0
IMU,40759,209,951,311,-6,-4,0
IMU,40779,205,949,309,-6,-4,0
IMU,40799,200,948,308,-6,-4,0
IMU,40819,193,948,309,-6,-4,0
IMU,40839,190,948,308,-6,-4,0
IMU,40859,193,949,308,-6,-4,0
IMU,40879,203,958,312,-6,-4,0
IMU,40899,210,959,311,-6,-4,0
IMU,40919,216,963,316,-6,-4,0
IMU,40939,212,956,312,-6,-4,0
IMU,40959,211,948,310,-6,-4,0
IMU,40979,204,947,308,-6,-4,0
IMU,40999,196,943,305,-6,-4,0
IMU,41019,191,948,303,-6,-4,0
IMU,41039,193,947,300,-6,-4,0
IMU,41059,207,959,308,-6,-4,0
IMU,41079,210,964,307,-6,-4,0
IMU,41099,215,962,305,-6,-4,0
IMU,41119,211,959,305,-6,-4,0
IMU,41139,207,953,305,-6,-4,0
IMU,41159,201,951,305,-6,-4,0
IMU,41179,191,945,305,-6,-4,0
IMU,41199,190,945,305,-6,-4,0
IMU,41219,194,945,308,-6,-4,1
IMU,41239,198,953,313,-6,-4,1
IMU,41259,203,959,312,-6,-4,1
IMU,41279,207,961,314,-6,-4,1
IMU,41299,209,955,313,-6,-4,1
IMU,41319,209,949,314,-6,-4,1
IMU,41339,201,944,318,-6,-4,1
IMU,41359,195,945,316,-6,-4,1
IMU,41379,197,946,315,-6,-4,1
IMU,41399,197,950,318,-6,-4,1
IMU,41419,203,957,315,-6,-4,1
IMU,41439,207,957,313,-6,-4,1
IMU,41459,209,956,315,-6,-4,1
IMU,41479,212,956,311,-6,-4,1
IMU,41499,211,947,306,-6,-4,1
IMU,41519,203,948,303,-6,-4,1
IMU,41539,203,949,302,-6,-4,1
IMU,41559,204,956,301,-6,-4,1
IMU,41579,204,958,299,-6,-4,1
IMU,41599,206,956,301,-6,-4,1
IMU,41619,206,957,299,-6,-4,1
IMU,41639,203,953,304,-6,-5,2
IMU,41659,207,955,308,-6,-4,1
IMU,41679,207,950,308,-6,-4,1
IMU,41699,207,943,306,-6,-4,1
IMU,41719,209,943,309,-6,-4,1
IMU,41739,212,951,312,-6,-4,1
IMU,41759,207,956,316,-6,-4,1
IMU,41779,203,960,317,-6,-4,1
IMU,41799,201,955,316,-6,-4,1
IMU,41819,204,950,314,-6,-4,1
IMU,41839,202,947,314,-6,-4,2
IMU,41859,205,945,314,-6,-4,2
IMU,41879,206,944,313,-6,-5,1
IMU,41899,209,944,313,-6,-5,2
IMU,41919,210,950,315,-6,-4,1
IMU,41939,209,956,312,-6,-4,1
IMU,41959,209,960,314,-6,-4,1
IMU,41979,208,957,311,-6,-4,1
IMU,41999,210,949,308,-6,-4,1
IMU,42019,214,947,306,-6,-4,1
IMU,42039,212,946,306,-6,-4,1
IMU,42059,213,950,307,-6,-4,1
IMU,42079,217,954,307,-6,-4,1
IMU,42099,217,952,306,-6,-4,1
IMU,42119,217,953,308,-6,-4,1
IMU,42139,215,952,305,-6,-4,1
IMU,42159,216,949,307,-6,-4,0
IMU,42179,213,949,305,-6,-4,0
IMU,42199,213,949,306,-6,-4,0
IMU,42219,215,951,308,-6,-4,0
IMU,42239,218,954,308,-6,-4,0
IMU,42259,219,958,310,-6,-4,0
IMU,42279,214,958,312,-6,-4,0
IMU,42299,208,953,311,-6,-4,0
IMU,42319,200,949,309,-6,-4,0
IMU,42339,204,946,308,-6,-4,0
IMU,42359,201,943,307,-6,-4,0
IMU,42379,204,945,314,-6,-4,0
IMU,42399,205,949,313,-6,-4,0
IMU,42419,213,952,312,-6,-4,0
IMU,42439,216,956,311,-6,-4,0
IMU,42459,214,956,311,-6,-4,0
IMU,42479,210,956,312,-6,-4,0
IMU,42499,207,950,309,-6,-4,0
IMU,42519,208,947,310,-6,-4,0
IMU,42539,205,944,310,-6,-4,0
IMU,42559,204,950,313,-6,-4,0
IMU,42579,208,950,313,-6,-4,0
IMU,42599,216,953,313,-6,-4,0
IMU,42619,219,956,314,-6,-4,0
IMU,42639,214,950,312,-6,-4,0
IMU,42659,211,949,309,-6,-4,0
IMU,42679,207,950,306,-6,-4,0
IMU,42699,209,950,308,-6,-4,0
IMU,42719,205,950,307,-6,-4,0
IMU,42739,205,952,305,-6,-4,0
IMU,42759,207,957,306,-6,-4,0
IMU,42779,209,957,305,-6,-4,0
IMU,42799,205,954,305,-6,-4,0
IMU,42819,201,950,307,-6,-4,0
IMU,42839,200,946,311,-6,-4,0
IMU,42859,200,947,314,-6,-4,0
IMU,42879,198,949,314,-6,-4,0
IMU,42899,200,949,316,-6,-4,0
IMU,42919,201,953,318,-6,-4,0
IMU,42939,204,954,317,-6,-4,1
IMU,42959,209,954,317,-6,-4,1
IMU,42979,209,952,314,-6,-4,1
IMU,42999,210,947,313,-6,-4,0
IMU,43019,209,947,310,-6,-4,0
IMU,43039,212,949,311,-6,-4,0
IMU,43059,214,954,305,-6,-4,0
IMU,43079,214,959,304,-6,-4,0
IMU,43099,214,960,302,-6,-4,0
IMU,43119,214,959,298,-6,-4,0
IMU,43139,211,956,298,-6,-4,0
IMU,43159,212,951,293,-6,-4,0
IMU,43179,210,950,297,-6,-4,0
IMU,43199,210,949,299,-6,-4,0
IMU,43219,206,952,302,-6,-4,0
IMU,43239,208,957,305,-6,-4,0
IMU,43259,206,958,309,-6,-4,0
IMU,43279,205,957,312,-6,-4,0
IMU,43299,202,952,314,-6,-4,0
IMU,43319,198,950,318,-6,-4,0
IMU,43339,196,945,319,-6,-4,0
IMU,43359,195,942,323,-6,-4,0
IMU,43379,193,944,322,-6,-4,0
IMU,43399,198,950,322,-6,-4,0
IMU,43419,202,954,320,-6,-4,0
IMU,43439,204,960,316,-6,-4,0
IMU,43459,201,958,311,-6,-4,0
IMU,43479,198,955,304,-6,-4,1
IMU,43499,195,949,299,-6,-4,1
IMU,43519,195,945,291,-6,-4,1
IMU,43539,197,948,293,-6,-4,1
IMU,43559,196,952,294,-6,-5,2
IMU,43579,201,957,296,-6,-5,2
IMU,43599,207,960,299,-6,-5,2
IMU,43619,210,958,302,-6,-5,2
IMU,43639,211,955,305,-6,-5,2
IMU,43659,208,951,308,-6,-5,2
IMU,43679,206,948,305,-6,-5,2
IMU,43699,203,948,314,-6,-5,2
IMU,43719,209,949,320,-6,-5,2
IMU,43739,208,951,323,-6,-4,2
IMU,43759,217,952,323,-6,-4,1
IMU,43779,220,946,324,-6,-4,1
IMU,43799,219,947,323,-6,-4,1
IMU,43819,215,948,322,-6,-4,1
IMU,43839,209,948,318,-6,-4,0
IMU,43859,208,949,313,-6,-4,0
IMU,43879,203,951,313,-6,-4,0
IMU,43899,202,953,313,-6,-4,0
IMU,43919,213,954,310,-6,-4,0
IMU,43939,214,955,304,-6,-4,0
IMU,43959,213,950,304,-6,-4,0
IMU,43979,214,952,298,-6,-4,0
IMU,43999,218,949,295,-6,-4,0
IMU,44019,204,959,295,-6,-4,0
IMU,44039,205,958,295,-6,-4,0
IMU,44059,205,957,298,-6,-4,0
IMU,44079,204,955,297,-6,-4,0
IMU,44099,202,953,301,-6,-4,1
IMU,44119,202,953,304,-6,-4,1
IMU,44139,208,959,310,-6,-4,1
IMU,44159,209,946,311,-6,-4,1
IMU,44179,214,945,310,-6,-4,1
IMU,44199,205,946,316,-6,-4,1
IMU,44219,208,954,320,-6,-4,1
IMU,44239,214,952,322,-6,-4,1
IMU,44259,215,956,322,-6,-4,0
IMU,44279,212,956,324,-6,-4,0
IMU,44299,212,947,323,-6,-4,0
IMU,44319,212,949,322,-6,-4,0
IMU,44339,214,947,319,-6,-4,0
IMU,44359,209,939,310,-6,-4,0
IMU,44379,203,951,312,-6,-4,0
IMU,44399,205,954,312,-6,-4,0
IMU,44419,211,959,308,-6,-4,0
IMU,44439,211,958,306,-6,-4,0
IMU,44459,214,950,303,-6,-4,0
IMU,44479,211,954,302,-6,-4,0
IMU,44499,209,948,299,-6,-4,0
IMU,44519,214,952,301,-6,-4,0
IMU,44539,215,953,300,-6,-4,0
IMU,44559,206,950,297,-6,-4,0
IMU,44579,206,957,300,-6,-4,0
IMU,44599,207,955,300,-6,-4,0
IMU,44619,210,958,302,-6,-4,0
IMU,44639,209,953,301,-6,-4,0
IMU,44659,207,949,303,-6,-4,0
IMU,44679,204,952,311,-6,-4,0
IMU,44699,210,953,312,-6,-4,0
IMU,44719,212,953,313,-6,-4,0
IMU,44739,209,948,313,-6,-4,0
IMU,44759,200,946,315,-6,-4,0
IMU,44779,198,951,312,-6,-4,0
IMU,44799,197,949,314,-6,-4,0
IMU,44819,202,949,314,-6,-4,0
IMU,44839,200,942,313,-6,-4,0
IMU,44859,209,948,312,-6,-4,0
IMU,44879,209,956,314,-6,-4,0
IMU,44899,211,962,315,-6,-4,0
IMU,44919,205,960,312,-6,-4,0
IMU,44939,203,955,308,-6,-4,0
IMU,44959,204,946,303,-6,-4,0
IMU,44979,206,945,307,-6,-4,0
IMU,44999,208,946,308,-6,-4,0
IMU,45019,204,947,308,-6,-4,0
IMU,45039,207,950,311,-6,-4,0
IMU,45059,205,956,311,-6,-4,0
IMU,45079,213,965,310,-6,-4,0
IMU,45099,219,962,308,-6,-4,0
IMU,45119,219,953,308,-6,-4,0
IMU,45139,210,948,306,-6,-4,0
IMU,45159,204,947,302,-6,-4,0
IMU,45179,201,949,304,-6,-4,0
IMU,45199,199,948,304,-6,-4,-1
IMU,45219,197,947,303,-6,-4,-1
IMU,45239,201,949,304,-6,-4,0
IMU,45259,203,953,307,-6,-4,0
IMU,45279,205,962,313,-6,-4,0
IMU,45299,203,962,313,-6,-4,0
IMU,45319,203,955,312,-6,-4,0
IMU,45339,204,950,311,-6,-4,0
IMU,45359,206,945,309,-6,-4,0
IMU,45379,205,945,309,-6,-4,0
IMU,45399,199,945,311,-6,-4,0
IMU,45419,199,949,312,-6,-4,0
IMU,45439,203,954,308,-6,-4,0
IMU,45459,205,961,310,-6,-4,0
IMU,45479,208,958,311,-6,-4,0
IMU,45499,212,952,314,-6,-4,0
IMU,45519,210,946,311,-6,-4,0
IMU,45539,205,946,310,-6,-4,0
IMU,45559,203,947,307,-6,-4,0
IMU,45579,201,951,309,-6,-4,0
IMU,45599,201,953,310,-6,-4,0
IMU,45619,200,954,310,-6,-4,0
IMU,45639,201,956,313,-6,-4,0
IMU,45659,204,956,312,-6,-4,0
IMU,45679,203,955,311,-6,-4,0
IMU,45699,201,950,304,-6,-4,0
IMU,45719,206,949,306,-6,-4,0
IMU,45739,201,949,304,-6,-4,0
IMU,45759,200,953,305,-6,-4,0
IMU,45779,201,953,307,-6,-4,0
IMU,45799,197,956,305,-6,-4,0
IMU,45819,197,957,307,-6,-4,0
IMU,45839,200,956,307,-6,-4,0
IMU,45859,206,952,305,-6,-4,0
IMU,45879,206,951,304,-6,-4,0
IMU,45899,207,952,305,-6,-4,0
IMU,45919,204,953,305,-6,-4,0
IMU,45939,204,956,308,-6,-4,0
IMU,45959,200,956,307,-6,-4,0
IMU,45979,193,956,306,-6,-4,0
IMU,45999,196,950,307,-6,-4,0
IMU,46019,198,947,308,-6,-4,0
IMU,46039,197,950,311,-6,-4,1
IMU,46059,198,950,313,-6,-4,1
IMU,46079,202,951,311,-6,-4,0
IMU,46099,203,954,313,-6,-4,0
IMU,46119,203,953,314,-6,-4,0
IMU,46139,198,954,315,-6,-4,1
IMU,46159,199,955,315,-6,-4,1
IMU,46179,198,951,313,-6,-4,1
IMU,46199,198,950,315,-6,-4,1
IMU,46219,202,951,314,-6,-4,1
IMU,46239,203,950,313,-6,-4,1
IMU,46259,206,950,312,-6,-4,1
IMU,46279,208,950,304,-6,-4,0
IMU,46299,203,952,305,-6,-4,0
IMU,46319,206,956,304,-6,-4,0
IMU,46339,204,959,306,-6,-4,0
IMU,46359,201,960,301,-6,-4,0
IMU,46379,202,958,299,-6,-4,0
IMU,46399,200,956,299,-6,-4,0
IMU,46419,199,951,299,-6,-4,1
IMU,46439,202,948,299,-6,-4,1
IMU,46459,204,945,302,-6,-4,0
IMU,46479,201,948,305,-6,-4,0
IMU,46499,203,953,305,-6,-4,1
IMU,46519,198,960,308,-6,-4,1
IMU,46539,201,962,311,-6,-4,1
IMU,46559,197,957,312,-6,-4,1
IMU,46579,195,954,314,-6,-4,1
IMU,46599,201,947,313,-6,-5,2
IMU,46619,201,943,312,-6,-5,2
IMU,46639,200,944,316,-6,-5,2
IMU,46659,203,944,319,-6,-5,2
IMU,46679,208,956,321,-6,-5,2
IMU,46699,207,952,323,-6,-4,1
IMU,46719,213,958,317,-6,-4,1
IMU,46739,206,952,312,-6,-4,1
IMU,46759,211,952,311,-6,-4,1
IMU,46779,203,950,308,-6,-4,1
IMU,46799,199,950,300,-6,-4,1
IMU,46819,202,951,301,-6,-4,1
IMU,46839,207,948,305,-6,-4,1
IMU,46859,209,950,309,-6,-4,1
IMU,46879,215,954,305,-6,-4,1
IMU,46899,209,957,307,-6,-4,1
IMU,46919,208,961,306,-6,-4,1
IMU,46939,206,959,306,-6,-4,1
IMU,46959,202,950,305,-6,-4,1
IMU,46979,203,948,306,-6,-4,1
IMU,46999,205,945,308,-6,-4,1
IMU,47019,210,944,307,-6,-4,1
IMU,47039,211,947,306,-6,-4,1
IMU,47059,213,949,308,-6,-4,0
IMU,47079,211,959,308,-6,-4,0
IMU,47099,217,962,311,-6,-4,0
IMU,47119,210,958,313,-6,-4,0
IMU,47139,205,951,309,-6,-4,0
IMU,47159,202,948,308,-6,-4,1
IMU,47179,201,949,305,-6,-4,1
IMU,47199,206,951,306,-6,-4,0
IMU,47219,210,950,311,-6,-4,0
IMU,47239,208,948,306,-6,-4,0
IMU,47259,209,954,310,-6,-4,1
IMU,47279,210,960,310,-6,-4,1
IMU,47299,203,963,308,-6,-4,1
IMU,47319,205,960,312,-6,-4,1
IMU,47339,202,952,310,-6,-4,1
IMU,47359,205,948,303,-6,-4,1
IMU,47379,209,944,299,-6,-4,1
IMU,47399,211,948,299,-6,-4,1
IMU,47419,211,948,299,-6,-4,1
IMU,47439,207,947,301,-6,-4,1
IMU,47459,201,955,304,-6,-4,2
IMU,47479,203,958,308,-6,-4,2
IMU,47499,205,960,312,-6,-4,1
IMU,47519,210,952,319,-6,-4,1
IMU,47539,217,950,320,-6,-5,1
IMU,47559,223,951,327,-6,-5,1
IMU,47579,222,952,327,-6,-4,1
IMU,47599,223,948,322,-6,-4,0
IMU,47619,212,942,318,-6,-4,0
IMU,47639,209,938,308,-6,-4,0
IMU,47659,211,944,304,-6,-4,0
IMU,47679,209,952,304,-6,-4,0
IMU,47699,210,960,303,-6,-4,0
IMU,47719,212,965,305,-6,-4,0
IMU,47739,219,965,304,-6,-4,0
IMU,47759,226,958,303,-6,-4,0
IMU,47779,217,946,302,-6,-4,0
IMU,47799,208,938,300,-6,-4,0
IMU,47819,197,938,303,-6,-4,0
IMU,47839,192,945,305,-6,-4,0
IMU,47859,194,955,311,-6,-4,0
IMU,47879,201,957,315,-6,-4,0
IMU,47899,207,956,316,-6,-4,0
IMU,47919,219,957,315,-6,-4,0
IMU,47939,220,956,319,-6,-4,0
IMU,47959,214,948,317,-6,-4,0
IMU,47979,206,943,313,-6,-4,0
IMU,47999,196,943,315,-6,-4,0
IMU,48019,192,945,316,-6,-4,0
IMU,48039,196,950,313,-6,-4,0
IMU,48059,197,955,314,-6,-4,0
IMU,48079,204,956,314,-6,-4,0
IMU,48099,209,953,311,-6,-4,1
IMU,48119,208,958,311,-6,-4,1
IMU,48139,207,953,312,-6,-4,1
IMU,48159,204,943,305,-6,-4,0
IMU,48179,201,942,300,-6,-4,0
IMU,48199,196,942,294,-6,-4,1
IMU,48219,197,958,297,-6,-5,1
IMU,48239,203,963,300,-6,-5,2
IMU,48259,203,962,300,-6,-5,2
IMU,48279,208,957,302,-6,-5,2
IMU,48299,209,952,305,-6,-5,2
IMU,48319,210,948,308,-6,-5,2
IMU,48339,215,945,308,-6,-5,2
IMU,48359,210,939,310,-6,-5,2
IMU,48379,205,944,314,-6,-5,2
IMU,48399,214,952,318,-6,-4,2
IMU,48419,211,961,318,-6,-4,1
IMU,48439,217,962,320,-6,-4,1
IMU,48459,216,949,321,-6,-4,1
IMU,48479,219,950,318,-6,-4,1
IMU,48499,224,943,311,-6,-4,0
IMU,48519,223,947,309,-6,-4,0
IMU,48539,220,945,311,-6,-4,0
IMU,48559,218,947,303,-6,-4,0
IMU,48579,212,954,303,-6,-4,0
IMU,48599,212,959,296,-6,-4,0
IMU,48619,209,960,296,-6,-4,-1
IMU,48639,205,955,295,-6,-4,-1
IMU,48659,209,951,293,-6,-4,0
IMU,48679,209,955,300,-6,-4,0
IMU,48699,206,953,297,-6,-4,0
IMU,48719,210,953,295,-6,-4,0
